0,-35.929,-26.18,-38.395
0.03125,-22.514,-31.995,-26.081
0.0625,-22.395,-20.873,-28.066
0.09375,-13.607,-21.321,-45.809
0.125,-17.217,-16.413,-22.017
0.15625,-17.688,-17.28,-23.622
0.1875,-10.902,-34.902,-23.023
0.21875,-12.738,-27.93,-21.196
0.25,-19.505,-31.131,-19.843
0.28125,-10.512,-11.579,-15.166
0.3125,-12.219,-22.342,-15.277
0.34375,-13.143,-28.549,-33.693
0.375,-15.365,-16.466,-25.383
0.40625,-6.5949,-13.995,-30.133
0.4375,-19.824,-20.93,-18.767
0.46875,-10.068,-22.06,-27.924
0.5,-16.054,-37.906,-24.329
0.53125,-16.776,-26.066,-19.165
0.5625,-20.928,-17.039,-21.027
0.59375,-15.74,-19.134,-16.153
0.625,-18.28,-29.186,-16.962
0.65625,-18.025,-15.873,-18.665
0.6875,-20.204,-20.959,-25.187
0.71875,-25.519,-23.676,-17.693
0.75,-16.84,-20.464,-20.075
0.78125,-23.928,-22.111,-26.317
0.8125,-20.176,-17.114,-23.862
0.84375,-25.215,-20.428,-30.294
0.875,-25.54,-24.506,-16.676
0.90625,-50.028,-21.354,-31.916
0.9375,-33.041,-25.968,-20.422
0.96875,-21.938,-27.943,-30.574
1,-20.428,-23.308,-22.382
1.0312,-19.359,-24.379,-21.632
1.0625,-23.581,-26.952,-31.568
1.0938,-23.704,-34.809,-25.953
1.125,-28.655,-20.884,-23.608
1.1562,-20.01,-25.664,-28.274
1.1875,-28.767,-28.243,-28.545
1.2188,-28.559,-20.665,-24.692
1.25,-23.392,-25.908,-28.415
1.2812,-28.137,-29.825,-31.33
1.3125,-49.368,-24.093,-25.036
1.3438,-26.424,-35.413,-24.015
1.375,-49.688,-26.902,-30.865
1.4062,-30.541,-25.725,-36.562
1.4375,-25.884,-31.294,-39.6
1.4688,-33.243,-34.444,-27.829
1.5,-26.22,-33.551,-29.936
1.5312,-29.486,-29.323,-25.47
1.5625,-22.639,-39.966,-31.263
1.5938,-24.051,-32.114,-29.846
1.625,-28.753,-30.434,-29.198
1.6562,-55.718,-29.407,-30.754
1.6875,-24.125,-27.451,-41.154
1.7188,-28.826,-30.667,-37.603
1.75,-34.409,-29.67,-29.767
1.7812,-27.399,-31.178,-40.144
1.8125,-36.084,-40.058,-28.386
1.8438,-25.825,-37.317,-30.153
1.875,-26.645,-38.457,-34.256
1.9062,-28.712,-36.875,-30.37
1.9375,-30.695,-39.114,-42.522
1.9688,-34.565,-34.177,-31.415
2,-31.617,-35.839,-30.808
2.0312,-24.769,-34.685,-33.159
2.0625,-30.909,-39.326,-35.312
2.0938,-26.61,-31.468,-37.89
2.125,-29.97,-33.583,-28.76
