0.1,-60.735,-60.734,-60.734
0.11,-59.907,-59.906,-59.905
0.12,-59.151,-59.15,-59.149
0.13,-58.455,-58.454,-58.453
0.14,-57.811,-57.81,-57.809
0.15,-57.212,-57.21,-57.209
0.15999,-56.651,-56.649,-56.648
0.16999,-56.124,-56.121,-56.12
0.17999,-55.627,-55.624,-55.623
0.18999,-55.157,-55.154,-55.152
0.19999,-54.711,-54.707,-54.706
0.20999,-54.286,-54.283,-54.281
0.21999,-53.882,-53.878,-53.876
0.22999,-53.495,-53.491,-53.489
0.23999,-53.125,-53.12,-53.118
0.24999,-52.769,-52.764,-52.762
0.25999,-52.428,-52.423,-52.42
0.26998,-52.099,-52.094,-52.091
0.27998,-51.783,-51.777,-51.774
0.28998,-51.477,-51.471,-51.467
0.29998,-51.182,-51.175,-51.171
0.30998,-50.896,-50.889,-50.885
0.31998,-50.62,-50.612,-50.608
0.32998,-50.351,-50.343,-50.339
0.33998,-50.091,-50.082,-50.078
0.34998,-49.838,-49.829,-49.824
0.35998,-49.593,-49.583,-49.578
0.36998,-49.354,-49.343,-49.338
0.37997,-49.121,-49.11,-49.104
0.38997,-48.894,-48.882,-48.877
0.39997,-48.673,-48.661,-48.655
0.40997,-48.458,-48.444,-48.438
0.41997,-48.247,-48.233,-48.227
0.42997,-48.042,-48.027,-48.02
0.43997,-47.841,-47.826,-47.818
0.44997,-47.644,-47.628,-47.621
0.45997,-47.452,-47.435,-47.427
0.46997,-47.264,-47.247,-47.238
0.47997,-47.08,-47.062,-47.053
0.48996,-46.899,-46.88,-46.871
0.49996,-46.723,-46.703,-46.693
0.50996,-46.549,-46.529,-46.519
0.51996,-46.379,-46.358,-46.347
0.52996,-46.212,-46.19,-46.179
0.53996,-46.048,-46.025,-46.014
0.54996,-45.887,-45.863,-45.852
0.55996,-45.729,-45.704,-45.692
0.56996,-45.574,-45.548,-45.536
0.57996,-45.421,-45.395,-45.382
0.58996,-45.271,-45.244,-45.23
0.59995,-45.123,-45.095,-45.081
0.60995,-44.978,-44.949,-44.934
0.61995,-44.835,-44.805,-44.79
0.62995,-44.695,-44.663,-44.648
0.63995,-44.556,-44.523,-44.508
0.64995,-44.419,-44.386,-44.37
0.65995,-44.285,-44.25,-44.234
0.66995,-44.152,-44.117,-44.1
0.67995,-44.022,-43.985,-43.967
0.68995,-43.893,-43.855,-43.837
0.69995,-43.766,-43.727,-43.709
0.70995,-43.641,-43.601,-43.582
0.71994,-43.517,-43.476,-43.456
0.72994,-43.396,-43.353,-43.333
0.73994,-43.275,-43.232,-43.211
0.74994,-43.157,-43.112,-43.09
0.75994,-43.039,-42.994,-42.971
0.76994,-42.924,-42.877,-42.854
0.77994,-42.809,-42.761,-42.738
0.78994,-42.697,-42.647,-42.623
0.79994,-42.585,-42.534,-42.51
0.80994,-42.475,-42.423,-42.398
0.81994,-42.366,-42.313,-42.287
0.82993,-42.258,-42.204,-42.177
0.83993,-42.152,-42.096,-42.069
0.84993,-42.047,-41.989,-41.962
0.85993,-41.943,-41.884,-41.856
0.86993,-41.84,-41.78,-41.751
0.87993,-41.738,-41.677,-41.647
0.88993,-41.637,-41.574,-41.544
0.89993,-41.538,-41.473,-41.442
0.90993,-41.439,-41.373,-41.342
0.91993,-41.342,-41.274,-41.242
0.92993,-41.245,-41.176,-41.143
0.93992,-41.15,-41.079,-41.045
0.94992,-41.055,-40.983,-40.948
0.95992,-40.961,-40.888,-40.852
0.96992,-40.868,-40.794,-40.757
0.97992,-40.777,-40.7,-40.663
0.98992,-40.686,-40.608,-40.57
0.99992,-40.595,-40.516,-40.477
1.0099,-40.506,-40.425,-40.386
1.0199,-40.418,-40.335,-40.295
1.0299,-40.33,-40.245,-40.205
1.0399,-40.243,-40.157,-40.115
1.0499,-40.157,-40.069,-40.027
1.0599,-40.071,-39.982,-39.939
1.0699,-39.987,-39.896,-39.852
1.0799,-39.903,-39.81,-39.765
1.0899,-39.82,-39.725,-39.679
1.0999,-39.737,-39.641,-39.594
1.1099,-39.655,-39.557,-39.51
1.1199,-39.574,-39.474,-39.426
1.1299,-39.494,-39.392,-39.343
1.1399,-39.414,-39.31,-39.26
1.1499,-39.335,-39.229,-39.178
1.1599,-39.256,-39.149,-39.097
1.1699,-39.178,-39.069,-39.016
1.1799,-39.101,-38.99,-38.936
