0.12487499999999999;0.002261974200852373+0.00036276244775661735j;0.0039812973201874755+0.0005529897530642432j;-0.013743127755592693+0.00044780833264007613j
0.24974999999999997;0.00227744732788129+0.0007182644880195481j;0.003993491427736796+0.0010991336519433972j;-0.01373259221281465+0.0008889262989149327j
0.374625;0.00230686371849452+0.00105682923259642j;0.004017487315642887+0.0016291364371987527j;-0.01371136704001108+0.0013142082182800094j
0.49949999999999994;0.002357494443364961+0.001362352642823205j;0.004060597569899765+0.0021272030110337237j;-0.0136721028150662+0.0017080046086166943j
0.6243749999999999;0.002444990757079102+0.0016029190127490912j;0.004138623364934188+0.0025616040868952847j;-0.013598944669698729+0.002038619239468825j
0.74925;0.0026073161029768616+0.0017027791334523895j;0.004289883697300101+0.002856301842758008j;-0.013453383241330233+0.002229874019759841j
0.8741249999999999;0.0029623087632090345+0.0014272301174991162j;0.004633485989723629+0.0027745571571540853j;-0.013115797856599179+0.0020441532916645327j
0.9989999999999999;0.0041404065579612945-0.00048171880550379464j;0.005806708916640216+0.0010452058009624565j;-0.011945896118585562+0.0002044442161481877j
1.123875;-0.02539957408658035+0.05897372373832559j;-0.024077135047781598+0.06135796755583475j;-0.04198241801582172+0.06070489268523736j
1.2487499999999998;-0.00020655594504774902+0.009127357372359826j;0.0013688111105021328+0.011174601140328005j;-0.016426665659136967+0.01018360316774812j
1.3736249999999999;0.0007153405763153237+0.007774253022473622j;0.002275095889717596+0.010022463585876565j;-0.015528937039342244+0.008930077201413297j
1.4985;0.0010183272512464614+0.007678396283124347j;0.002552891776996989+0.01014809052873547j;-0.01526409680288085+0.00896317231017401j
1.6233749999999998;0.0011575070572348517+0.007935640919961691j;0.0026622046390361934+0.010638390436293457j;-0.015169997125463503+0.009365857483998138j
1.7482499999999999;0.0012300969460731209+0.008358118156471344j;0.002701210002272785+0.01130456350316078j;-0.01514803049081434+0.009948922534742714j
1.8731249999999997;0.0012700867170440822+0.008886261395483725j;0.0027042152723543416+0.01208771560692623j;-0.01516377205200993+0.010653771614825246j
1.9979999999999998;0.0012933166837539572+0.009499780440201205j;0.0026871761357218707+0.012968921618510758j;-0.01520122134376313+0.011462090465780873j
2.1228749999999996;0.0013092532305585582+0.010195586286588405j;0.002659643145687852+0.013947029803357904j;-0.01525077466439912+0.012373570478003724j
2.24775;0.001325384457935553+0.010981584467398497j;0.0026292881386500017+0.015032536936576826j;-0.015304726617218942+0.013399897912325463j
2.3726249999999998;0.0013495614547736137+0.01187644226086641j;0.0026042955366136263+0.016247696998446505j;-0.015354744532212139+0.0145648965147172j
2.4974999999999996;0.0013922908592542676+0.01291356886682711j;0.0025958308856591566+0.01763103019714483j;-0.015389375466846733+0.01590943308406271j
