0.12487499999999999;0.12671679168131572-0.051127465465632654j;0.13790905005077533-0.05097837000076259j;0.12200208065913602-0.051107661823101176j
0.24974999999999997;0.09751361169903078-0.09430498821915803j;0.10874210392581174-0.09404415645313104j;0.09285102108867124-0.09431915602868468j
0.374625;0.05395398130792999-0.1228443283124697j;0.0651961481171972-0.1225264791728636j;0.049311043578625466-0.12297126216071103j
0.49949999999999994;0.002842441923480127-0.1323754403720344j;0.014025508346677026-0.13203929395882616j;-0.0018855769883726614-0.13267094174871935j
0.6243749999999999;-0.0478760883793936-0.12152668907642877j;-0.03686160880025249-0.1211597268548889j;-0.05284678249346769-0.12197287793627626j
0.74925;-0.0903811927402812-0.09212048141947456j;-0.07964706633104954-0.09163491368991455j;-0.09575549139018792-0.09259116132787659j
0.8741249999999999;-0.11821145188254596-0.048856128425940615j;-0.10782462718132427-0.048087060180802464j;-0.12408587472467561-0.049114101982932284j
0.9989999999999999;-0.12726895243922942+0.0014637050309594113j;-0.11720530991141379+0.00273250275036363j;-0.13360896804539113+0.0017296493129818347j
1.123875;-0.11643419808760604+0.05103268080697246j;-0.10654825318972953+0.05301758433644621j;-0.12303051993009298+0.052134116562150015j
1.2487499999999998;-0.08769751280429161+0.09228458046435553j;-0.07772098279504308+0.09513548671689472j;-0.09416390136521509+0.09443754069515364j
1.3736249999999999;-0.04579342040175609+0.11907849327394146j;-0.035369474556831745+0.12281279594920741j;-0.05161582565958993+0.122308299803087j
1.4985;0.002594209883444042+0.1276357021031896j;0.013842919268538877+0.13209141693764154j;-0.002040209546959826+0.13170927170786587j
1.6233749999999998;0.04992008129646909+0.11708288327669296j;0.062300636277223445+0.12190731726263052j;0.046916844205723715+0.12149212685337617j
1.7482499999999999;0.08897743352789377+0.08952306480419359j;0.10263189071171733+0.0942071523539161j;0.08781112649997821+0.09353402735551497j
1.8731249999999997;0.11401546366038187+0.04963446698497373j;0.12884471689031554+0.05359300782170426j;0.11454433543120826+0.052402736917421526j
1.9979999999999998;0.12159779195894721+0.003873583248119969j;0.13722571552658436+0.006560733038590123j;0.12328045478832343+0.004610616573557297j
2.1228749999999996;0.11107247637301446-0.04057936460400319j;0.12686580096183372-0.0395399654205097j;0.11299600350922155-0.04241846565910065j
2.24775;0.0845905361489355-0.07695710457839512j;0.09973936203390764-0.07765442156233932j;0.0855860558087207-0.08150313276454307j
2.3726249999999998;0.04668452703461265-0.0999412375537315j;0.06033555048189959-0.10209900705979097j;0.04551911466967791-0.10679787894655343j
2.4974999999999996;0.0034888246829377586-0.10643678821674302j;0.014910856565393649-0.10939867151309145j;-0.0008956325797365048-0.1146583238020641j
2.622375;-0.03826239846050665-0.09597268165985401j;-0.029510623282056645-0.09876271949097579j;-0.04650649482215265-0.10415035624031198j
2.7472499999999997;-0.07229341687523408-0.07067918651796626j;-0.06622721564516924-0.07213578431174086j;-0.08442294438554418-0.07713397542487285j
