0.1,-82.3554556347413,-82.3546429803266,-82.3542276139888
0.2,-70.3110532022858,-70.3078018950699,-70.3061403105402
0.3,-63.262059187084,-63.2547411581647,-63.2510021459407
0.4,-58.2570160252391,-58.2439997486965,-58.2373515028144
0.5,-54.3709591006011,-54.3506081977224,-54.3402180763734
0.6,-51.1918737538831,-51.1625455843371,-51.1475798696825
0.7,-48.4999673513992,-48.4600115875097,-48.4396352444628
0.8,-46.1640312044556,-46.1117883846339,-46.085164818375
0.9,-44.0994203936781,-44.0332204509583,-43.9995112629479
1,-42.2483268087424,-42.1664875702291,-42.1248523124768
1.1,-40.5695045965438,-40.4703302494178,-40.4199261767675
1.2,-39.0324851225725,-38.9142646421148,-38.8542464622966
1.3,-37.6141153808764,-37.4751209157535,-37.4046405369521
1.4,-36.2963827820755,-36.1348679918875,-36.0530742675695
1.5,-35.0649920880693,-34.8791904278812,-34.7852288986202
1.6,-33.9084024228271,-33.6965253690956,-33.5895380011247
1.7,-32.8171565924861,-32.5773918044412,-32.4565167246592
1.8,-31.7834022398694,-31.5139116500205,-31.3782828771673
1.9,-30.8005424669192,-30.4994602939164,-30.3482074656274
2,-29.8629759924185,-29.5284066690124,-29.3606547644518
2.1,-28.9659005711936,-28.5959165794935,-28.4107856372565
2.2,-28.1051619665387,-27.6978015721619,-27.4944064031264
2.3,-27.2771362813797,-26.830401157412,-26.607851052209
2.4,-26.4786370865613,-25.9904898174954,-25.7478882482548
2.5,-25.7068412285862,-25.1752026835687,-24.9116469995858
2.6,-24.9592288742637,-24.3819754380489,-24.0965565550006
2.7,-24.2335345173001,-23.6084951662652,-23.3002972485936
2.8,-23.5277064979483,-22.8526597073652,-22.5207598434273
2.9,-22.8398731790843,-22.1125436465405,-21.7560115161088
3,-22.1683143515056,-21.3863695199156,-21.0042670535925
3.1,-21.5114367554769,-20.6724831174918,-20.2638641475863
3.2,-20.8677528369039,-19.9693320007019,-19.5332419030918
3.3,-20.2358620272273,-19.2754465216081,-18.8109218480918
3.4,-19.6144339615375,-18.589422755931,-18.0954908565481
3.5,-19.0021931401403,-17.9099068525289,-17.3855854873044
3.6,-18.3979046021066,-17.2355803649104,-16.679877304449
3.7,-17.8003602199837,-16.5651461706182,-15.9770587849478
3.8,-17.2083652456806,-15.8973146047074,-15.2758294397394
3.9,-16.6207247397792,-15.2307894352636,-14.5748817762047
4,-16.0362294998898,-14.5642532916698,-13.8728867126846
4.1,-15.4536410662737,-13.8963521182399,-13.1684780176256
4.2,-14.871675321086,-13.2256781631524,-12.4602352832476
4.3,-14.2889841051361,-12.5507509192132,-11.7466648502183
4.4,-13.7041341436716,-11.8699952994733,-11.0261779663142
4.5,-13.115582386374,-11.1817161430995,-10.297065274416
4.6,-12.5216466056487,-10.4840678842479,-9.55746646253656
4.7,-11.9204697301511,-9.77501784772457,-8.80533353960588
4.8,-11.3099758699642,-9.05230111251733,-8.03838567803825
4.9,-10.68781524308,-8.31336413493462,-7.25405281475039
5,-10.0512941257695,-7.55529323291973,-6.44940411212787
5.1,-9.39728433967504,-6.77472241963197,-5.62105576695557
5.2,-8.72210435770133,-5.96771263913047,-4.76505022006577
5.3,-8.02136035821004,-5.1295906989678,-3.87669506142263
5.4,-7.28972961731557,-4.25473024814111,-2.95034397899579
5.5,-6.5206589576082,-3.33624746923012,-1.97909242014956
5.6,-5.7059347078165,-2.36556787970223,-0.954344360417359
5.7,-4.83505224651732,-1.33179224353618,0.134821819306701
5.8,-3.89426150150019,-0.22073787733482,1.30261206311796
5.9,-2.86506571764517,0.986567443050731,2.56802277211057
6,-1.72174923129137,2.31636336872522,3.95731873153717
6.1,-0.427068630181068,3.80647244011641,5.50834861661755
6.2,1.07581710869853,5.51437773541434,7.27862268708338
6.3,2.87995902927912,7.53384448458318,9.3619344501528
6.4,5.15359188933122,10.0339047041231,11.9273453473217
6.5,8.2512825077078,13.3700186323154,15.3303462449337
6.6,13.1569705041468,18.5271312276588,20.5559139914846
6.7,25.4613876892436,31.0971106683565,33.1959499797921
6.8,17.9998580175791,23.9165716570846,26.0871035185573
6.9,10.3697117067781,16.5843183142982,18.8282147968947
7,6.24457122851918,12.7756659483065,15.0946367304183
7.1,3.35372194065727,10.2218566194207,12.6176506065697
7.2,1.08783968485918,8.31584378045702,10.790250811897
7.3,-0.808033526759175,6.80534125338645,9.36019390153764
7.4,-2.46631054961769,5.56109761219047,8.19827308147596
7.5,-3.9658789918939,4.50800237825753,7.22942451047005
7.6,-5.35882528314836,3.59853131901059,6.40617271295636
7.7,-6.68270883620495,2.80070408106021,5.69658833490716
7.8,-7.96700101242089,2.09196925043717,5.0781733359475
7.9,-9.23692572028833,1.45582784940284,4.53448462806099
8,-10.51613244206,0.879844011290267,4.05314490325922
8.1,-11.8289716499352,0.354410624629431,3.62460844248954
8.2,-13.2029426805816,-0.12804974269924,3.24136221766055
8.3,-14.6719684255208,-0.573620768042879,2.89739015928876
8.4,-16.2815914980998,-0.987262759391783,2.5878029790674
8.5,-18.098403450725,-1.3730753256155,2.30857572494674
8.6,-20.2294637804099,-1.73448788645454,2.05635751554753
8.7,-22.8687491841129,-2.07440060047438,1.82833087767105
8.8,-26.4345670749853,-2.39529045826841,1.62210594182856
8.9,-32.1524963974742,-2.69929241564667,1.43563962354048
9,-45.8808531029163,-2.98826232665138,1.26717303336525
9.1,-33.8762898080292,-3.26382639647945,1.11518239874239
9.2,-27.7587811644482,-3.52742050958784,0.978340145954355
9.3,-24.2483968403086,-3.78032185719464,0.855483722056306
