t (s),dotx1 (m/s),dotx2 (m/s),dotx3 (m/s),fp (N)
0,0,0,0,10
0.001,0.0018772,3.0079e-06,1.6701e-09,0
0.002,0.0018441,1.9513e-05,4.2546e-08,0
0.003,0.00178,5.1236e-05,2.6813e-07,0
0.004,0.0016862,9.7078e-05,9.4981e-07,0
0.005,0.0015649,0.00015546,2.4737e-06,0
0.006,0.0014185,0.00022435,5.3238e-06,0
0.007,0.0012502,0.00030137,1.0061e-05,0
0.008,0.0010634,0.00038382,1.7296e-05,0
0.009,0.00086205,0.00046878,2.7666e-05,0
0.01,0.00065026,0.00055319,4.1798e-05,0
0.011,0.00043234,0.00063396,6.0283e-05,0
0.012,0.00021266,0.00070803,8.3644e-05,0
0.013,-4.4424e-06,0.00077251,0.0001123,0
0.014,-0.00021476,0.00082473,0.00014655,0
0.015,-0.0004143,0.00086232,0.00018654,0
0.016,-0.00059939,0.00088332,0.00023223,0
0.017,-0.00076674,0.00088623,0.00028341,0
0.018,-0.0009135,0.00087003,0.00033966,0
0.019,-0.0010374,0.00083426,0.00040035,0
0.02,-0.0011366,0.00077901,0.00046467,0
0.021,-0.0012099,0.00070496,0.00053158,0
0.022,-0.0012568,0.00061332,0.00059989,0
0.023,-0.0012772,0.00050584,0.00066825,0
0.024,-0.0012718,0.00038478,0.00073515,0
0.025,-0.0012417,0.0002528,0.000799,0
0.026,-0.0011885,0.00011295,0.00085814,0
0.027,-0.0011144,-3.1442e-05,0.0009109,0
0.028,-0.0010218,-0.00017686,0.0009556,0
0.029,-0.00091348,-0.00031968,0.00099065,0
0.03,-0.00079257,-0.00045627,0.0010145,0
0.031,-0.00066224,-0.00058311,0.0010259,0
0.032,-0.00052577,-0.00069687,0.0010236,0
0.033,-0.00038644,-0.0007945,0.0010068,0
0.034,-0.00024741,-0.00087333,0.00097463,0
0.035,-0.0001117,-0.00093115,0.00092684,0
0.036,1.7924e-05,-0.00096627,0.00086334,0
0.037,0.00013898,-0.00097755,0.00078438,0
0.038,0.00024934,-0.00096448,0.00069055,0
0.039,0.00034726,-0.00092717,0.00058277,0
0.04,0.00043143,-0.00086636,0.00046228,0
0.041,0.00050095,-0.00078342,0.00033062,0
0.042,0.00055536,-0.00068029,0.00018964,0
0.043,0.00059463,-0.00055949,4.1393e-05,0
0.044,0.00061915,-0.00042398,-0.00011182,0
0.045,0.00062964,-0.00027718,-0.00026757,0
0.046,0.00062719,-0.0001228,-0.00042327,0
0.047,0.00061315,3.5197e-05,-0.00057631,0
0.048,0.0005891,0.00019272,-0.00072405,0
0.049,0.0005568,0.00034567,-0.00086392,0
0.05,0.00051807,0.00048999,-0.00099344,0
0.051,0.00047479,0.00062183,-0.0011103,0
0.052,0.00042881,0.00073762,-0.0012124,0
0.053,0.00038187,0.00083418,-0.001298,0
0.054,0.00033559,0.00090877,-0.0013654,0
0.055,0.00029135,0.0009592,-0.0014136,0
0.056,0.00025033,0.00098384,-0.0014417,0
0.057,0.00021341,0.00098175,-0.0014492,0
0.058,0.00018119,0.00095259,-0.0014362,0
0.059,0.00015395,0.00089674,-0.0014029,0
0.06,0.00013167,0.00081522,-0.0013503,0
0.061,0.00011402,0.00070969,-0.0012794,0
0.062,0.0001004,0.00058241,-0.0011917,0
0.063,8.9956e-05,0.00043619,-0.0010892,0
0.064,8.1616e-05,0.00027429,-0.00097378,0
0.065,7.4151e-05,0.00010038,-0.00084794,0
0.066,6.6213e-05,-8.1595e-05,-0.00071419,0
0.067,5.6398e-05,-0.00026748,-0.00057521,0
0.068,4.3304e-05,-0.00045305,-0.00043374,0
0.069,2.5588e-05,-0.00063406,-0.00029256,0
0.07,2.0292e-06,-0.00080644,-0.00015438,0
0.071,-2.8422e-05,-0.00096629,-2.1835e-05,0
0.072,-6.659e-05,-0.0011101,0.00010262,0
0.073,-0.00011303,-0.0012347,0.00021673,0
0.074,-0.000168,-0.0013374,0.00031848,0
0.075,-0.00023141,-0.0014161,0.00040615,0
0.076,-0.00030284,-0.0014694,0.00047835,0
0.077,-0.00038153,-0.0014962,0.00053403,0
0.078,-0.00046634,-0.0014965,0.00057252,0
0.079,-0.00055584,-0.0014706,0.0005935,0
0.08,-0.00064827,-0.0014196,0.00059703,0
0.081,-0.00074164,-0.0013451,0.00058352,0
0.082,-0.00083371,-0.0012493,0.00055373,0
0.083,-0.00092213,-0.0011348,0.00050875,0
0.084,-0.0010044,-0.0010048,0.00044992,0
0.085,-0.0010781,-0.00086258,0.00037885,0
0.086,-0.0011407,-0.00071188,0.00029736,0
0.087,-0.00119,-0.00055643,0.00020742,0
0.088,-0.0012237,-0.00040004,0.0001111,0
0.089,-0.00124,-0.00024645,1.0553e-05,0
0.09,-0.0012373,-9.9236e-05,-9.2085e-05,0
0.091,-0.0012145,3.8282e-05,-0.0001947,0
0.092,-0.0011708,0.00016312,-0.00029526,0
0.093,-0.001106,0.0002727,-0.00039187,0
0.094,-0.0010201,0.00036493,-0.00048278,0
0.095,-0.00091393,0.00043822,-0.00056647,0
0.096,-0.00078866,0.00049155,-0.00064161,0
0.097,-0.00064599,0.00052447,-0.00070713,0
0.098,-0.00048806,0.0005371,-0.0007622,0
0.099,-0.00031746,0.00053011,-0.00080626,0
0.1,-0.00013715,0.00050472,-0.00083901,0
0.101,4.959e-05,0.00046262,-0.00086039,0
0.102,0.00023923,0.00040595,-0.0008706,0
0.103,0.00042809,0.00033718,-0.00087002,0
0.104,0.00061237,0.0002591,-0.00085925,0
0.105,0.00078832,0.00017468,-0.00083906,0
0.106,0.00095223,8.7016e-05,-0.00081032,0
0.107,0.0011006,-7.9355e-07,-0.00077403,0
0.108,0.0012302,-8.5702e-05,-0.00073124,0
0.109,0.0013382,-0.00016482,-0.00068303,0
0.11,0.001422,-0.00023552,-0.00063046,0
0.111,0.0014797,-0.00029544,-0.00057459,0
0.112,0.0015098,-0.00034265,-0.00051639,0
0.113,0.0015114,-0.00037561,-0.00045675,0
0.114,0.0014843,-0.00039327,-0.00039644,0
0.115,0.0014287,-0.00039507,-0.00033612,0
0.116,0.0013457,-0.00038097,-0.0002763,0
0.117,0.0012368,-0.00035142,-0.00021738,0
0.118,0.0011041,-0.00030737,-0.00015959,0
0.119,0.00095029,-0.0002502,-0.00010304,0
0.12,0.0007784,-0.00018173,-4.773e-05,0
0.121,0.00059196,-0.00010412,6.4601e-06,0
0.122,0.0003948,-1.9797e-05,5.9728e-05,0
0.123,0.00019097,6.8579e-05,0.00011234,0
0.124,-1.5314e-05,0.00015823,0.00016459,0
0.125,-0.00021982,0.00024635,0.00021681,0
0.126,-0.00041833,0.00033016,0.00026928,0
0.127,-0.0006068,0.000407,0.00032228,0
0.128,-0.0007814,0.00047447,0.00037599,0
0.129,-0.00093861,0.00053039,0.00043053,0
0.13,-0.0010753,0.00057298,0.0004859,0
0.131,-0.0011889,0.00060085,0.000542,0
0.132,-0.0012772,0.00061306,0.00059857,0
0.133,-0.0013387,0.00060916,0.00065523,0
0.134,-0.0013723,0.0005892,0.00071146,0
0.135,-0.0013777,0.00055372,0.00076662,0
0.136,-0.0013551,0.00050378,0.00081992,0
0.137,-0.0013054,0.00044088,0.0008705,0
0.138,-0.00123,0.00036694,0.00091739,0
0.139,-0.0011307,0.00028427,0.00095956,0
0.14,-0.00101,0.00019547,0.00099596,0
0.141,-0.00087068,0.00010338,0.0010255,0
0.142,-0.00071591,1.0998e-05,0.0010473,0
0.143,-0.00054908,-7.8632e-05,0.0010602,0
0.144,-0.00037378,-0.00016247,0.0010634,0
0.145,-0.00019369,-0.00023761,0.0010562,0
0.146,-1.2481e-05,-0.00030131,0.0010381,0
0.147,0.00016624,-0.00035115,0.0010086,0
0.148,0.00033904,-0.00038502,0.00096759,0
0.149,0.00050272,-0.00040128,0.00091517,0
0.15,0.00065438,-0.00039871,0.00085162,0
0.151,0.00079151,-0.00037665,0.00077753,0
0.152,0.00091198,-0.00033496,0.00069372,0
0.153,0.0010141,-0.00027406,0.00060127,0
0.154,0.0010968,-0.00019493,0.00050148,0
0.155,0.0011592,-9.9068e-05,0.00039587,0
0.156,0.0012011,1.1515e-05,0.00028616,0
0.157,0.0012229,0.00013436,0.00017422,0
0.158,0.0012252,0.0002666,6.2046e-05,0
0.159,0.001209,0.00040506,-4.8303e-05,0
0.16,0.0011758,0.00054633,-0.00015472,0
0.161,0.0011275,0.00068682,-0.0002551,0
0.162,0.001066,0.00082291,-0.00034743,0
0.163,0.00099352,0.000951,-0.00042976,0
0.164,0.00091235,0.0010676,-0.00050034,0
0.165,0.00082488,0.0011695,-0.00055758,0
0.166,0.00073343,0.0012537,-0.00060015,0
0.167,0.00064025,0.0013178,-0.000627,0
0.168,0.00054747,0.0013596,-0.00063737,0
0.169,0.000457,0.0013776,-0.00063083,0
0.17,0.00037049,0.0013708,-0.0006073,0
0.171,0.00028936,0.0013387,-0.00056706,0
0.172,0.00021468,0.0012818,-0.00051073,0
0.173,0.00014722,0.0012006,-0.00043929,0
0.174,8.743e-05,0.0010968,-0.00035404,0
0.175,3.5427e-05,0.00097229,-0.0002566,0
0.176,-8.975e-06,0.00082956,-0.00014885,0
0.177,-4.6241e-05,0.00067161,-3.2929e-05,0
0.178,-7.7086e-05,0.00050179,8.8847e-05,0
0.179,-0.00010243,0.00032375,0.000214,0
0.18,-0.00012335,0.00014135,0.00033997,0
0.181,-0.00014105,-4.1432e-05,0.00046413,0
0.182,-0.00015676,-0.0002206,0.00058391,0
0.183,-0.00017173,-0.00039226,0.00069677,0
0.184,-0.00018717,-0.00055268,0.0008003,0
0.185,-0.00020414,-0.00069842,0.0008923,0
0.186,-0.0002236,-0.0008264,0.00097076,0
0.187,-0.00024627,-0.00093397,0.0010339,0
0.188,-0.00027269,-0.001019,0.0010804,0
0.189,-0.0003031,-0.0010799,0.0011091,0
0.19,-0.0003375,-0.0011157,0.0011192,0
0.191,-0.00037559,-0.001126,0.0011104,0
0.192,-0.00041681,-0.0011111,0.0010827,0
0.193,-0.00046031,-0.0010718,0.0010364,0
0.194,-0.00050502,-0.0010095,0.00097241,0
0.195,-0.00054966,-0.00092637,0.00089165,0
0.196,-0.00059275,-0.00082476,0.00079558,0
0.197,-0.0006327,-0.00070762,0.00068587,0
0.198,-0.00066785,-0.00057821,0.00056447,0
0.199,-0.00069651,-0.00044005,0.00043349,0
0.2,-0.00071702,-0.00029684,0.00029522,0
0.201,-0.00072785,-0.00015233,0.00015205,0
0.202,-0.00072759,-1.0276e-05,6.4031e-06,0
0.203,-0.00071506,0.0001257,-0.00013928,0
0.204,-0.00068934,0.00025218,-0.00028262,0
0.205,-0.0006498,0.00036606,-0.00042135,0
0.206,-0.00059617,0.00046457,-0.00055332,0
0.207,-0.00052855,0.00054541,-0.00067661,0
0.208,-0.0004474,0.00060678,-0.00078948,0
0.209,-0.00035361,0.00064737,-0.00089049,0
0.21,-0.00024844,0.00066648,-0.00097845,0
0.211,-0.00013351,0.00066395,-0.0010525,0
0.212,-1.0822e-05,0.00064018,-0.0011119,0
0.213,0.00011735,0.00059615,-0.0011566,0
0.214,0.00024845,0.00053332,-0.0011864,0
0.215,0.00037972,0.00045364,-0.0012016,0
0.216,0.00050826,0.00035944,-0.0012029,0
0.217,0.0006311,0.0002534,-0.0011911,0
0.218,0.00074527,0.00013848,-0.001167,0
0.219,0.00084786,1.7785e-05,-0.0011319,0
0.22,0.00093614,-0.00010548,-0.0010872,0
0.221,0.0010076,-0.0002281,-0.0010342,0
0.222,0.0010599,-0.00034695,-0.0009745,0
0.223,0.0010913,-0.0004591,-0.0009095,0
0.224,0.0011003,-0.00056184,-0.00084075,0
0.225,0.0010859,-0.00065279,-0.0007697,0
0.226,0.0010476,-0.00072994,-0.0006977,0
0.227,0.00098545,-0.00079174,-0.00062601,0
0.228,0.00089993,-0.00083708,-0.00055577,0
0.229,0.00079216,-0.00086533,-0.00048794,0
0.23,0.00066376,-0.00087639,-0.00042332,0
0.231,0.00051682,-0.00087062,-0.00036255,0
0.232,0.0003539,-0.00084887,-0.00030609,0
0.233,0.00017795,-0.00081243,-0.00025423,0
0.234,-7.7203e-06,-0.00076297,-0.00020708,0
0.235,-0.00019955,-0.00070252,-0.00016463,0
0.236,-0.00039377,-0.00063338,-0.00012673,0
0.237,-0.0005865,-0.00055803,-9.3091e-05,0
0.238,-0.00077386,-0.00047911,-6.3373e-05,0
0.239,-0.00095201,-0.00039928,-3.7155e-05,0
0.24,-0.0011173,-0.00032117,-1.3985e-05,0
0.241,-0.0012662,-0.00024729,6.6011e-06,0
0.242,-0.0013956,-0.00017998,2.5052e-05,0
0.243,-0.0015029,-0.00012129,4.1777e-05,0
0.244,-0.0015856,-7.2964e-05,5.7129e-05,0
0.245,-0.0016421,-3.6374e-05,7.138e-05,0
0.246,-0.0016711,-1.2475e-05,8.4717e-05,0
0.247,-0.0016718,-1.7847e-06,9.7223e-05,0
0.248,-0.0016443,-4.3635e-06,0.00010888,0
0.249,-0.0015891,-1.9817e-05,0.00011956,0
0.25,-0.0015072,-4.7307e-05,0.00012903,0
0.251,-0.0014003,-8.5579e-05,0.000137,0
0.252,-0.0012705,-0.000133,0.00014305,0
0.253,-0.0011204,-0.0001876,0.00014674,0
0.254,-0.00095318,-0.00024716,0.00014757,0
0.255,-0.00077203,-0.00030923,0.00014503,0
0.256,-0.00058059,-0.00037125,0.00013862,0
0.257,-0.00038264,-0.00043062,0.00012788,0
0.258,-0.00018202,-0.00048473,0.0001124,0
0.259,1.7416e-05,-0.00053113,9.1851e-05,0
0.26,0.0002119,-0.00056753,6.6028e-05,0
0.261,0.00039785,-0.0005919,3.4847e-05,0
0.262,0.00057193,-0.00060253,-1.6259e-06,0
0.263,0.00073111,-0.0005981,-4.3163e-05,0
0.264,0.00087276,-0.00057771,-8.9368e-05,0
0.265,0.00099467,-0.00054092,-0.00013967,0
0.266,0.0010951,-0.00048776,-0.00019332,0
0.267,0.0011729,-0.00041877,-0.0002494,0
0.268,0.0012272,-0.00033495,-0.00030687,0
0.269,0.0012579,-0.00023777,-0.0003645,0
0.27,0.0012654,-0.0001291,-0.00042099,0
0.271,0.0012504,-1.1229e-05,-0.00047494,0
0.272,0.0012143,0.00011327,-0.0005249,0
0.273,0.0011586,0.00024154,-0.00056938,0
0.274,0.0010854,0.00037056,-0.00060693,0
0.275,0.00099717,0.00049722,-0.00063614,0
0.276,0.00089634,0.00061838,-0.0006557,0
0.277,0.00078569,0.00073097,-0.00066443,0
0.278,0.00066805,0.0008321,-0.00066131,0
0.279,0.00054626,0.0009191,-0.00064552,0
0.28,0.00042311,0.00098961,-0.00061647,0
0.281,0.00030127,0.0010417,-0.00057382,0
0.282,0.00018324,0.0010737,-0.00051751,0
0.283,7.1283e-05,0.0010848,-0.00044775,0
0.284,-3.2639e-05,0.0010743,-0.00036506,0
0.285,-0.00012687,0.0010423,-0.00027024,0
0.286,-0.00021009,0.00098932,-0.00016437,0
0.287,-0.00028136,0.00091651,-4.8804e-05,0
0.288,-0.00034011,0.0008255,7.4844e-05,0
0.289,-0.00038613,0.00071839,0.00020475,0
0.29,-0.00041956,0.00059772,0.00033891,0
0.291,-0.00044086,0.00046639,0.00047515,0
0.292,-0.00045079,0.00032762,0.00061121,0
0.293,-0.00045038,0.00018482,0.00074476,0
0.294,-0.00044084,4.154e-05,0.00087347,0
0.295,-0.00042355,-9.8618e-05,0.00099503,0
0.296,-0.00039998,-0.00023212,0.0011072,0
0.297,-0.00037167,-0.00035556,0.001208,0
0.298,-0.00034014,-0.00046578,0.0012955,0
0.299,-0.00030684,-0.00055993,0.001368,0
0.3,-0.00027313,-0.00063552,0.0014241,0
0.301,-0.00024021,-0.00069056,0.0014628,0
0.302,-0.0002091,-0.00072351,0.0014832,0
0.303,-0.00018058,-0.00073343,0.0014849,0
0.304,-0.00015522,-0.0007199,0.0014679,0
0.305,-0.00013331,-0.00068311,0.0014324,0
0.306,-0.00011491,-0.00062383,0.001379,0
0.307,-9.982e-05,-0.00054337,0.0013087,0
0.308,-8.7596e-05,-0.0004436,0.0012228,0
0.309,-7.76e-05,-0.00032683,0.0011229,0
0.31,-6.9006e-05,-0.00019583,0.0010108,0
0.311,-6.0849e-05,-5.369e-05,0.00088855,0
0.312,-5.2062e-05,9.62e-05,0.00075846,0
0.313,-4.1526e-05,0.00025028,0.00062288,0
0.314,-2.812e-05,0.00040487,0.00048425,0
0.315,-1.0768e-05,0.00055632,0.00034505,0
0.316,1.151e-05,0.00070102,0.00020775,0
0.317,3.9553e-05,0.00083558,7.4722e-05,0
0.318,7.4013e-05,0.00095684,-5.1775e-05,0
0.319,0.00011532,0.001062,-0.00016965,0
0.32,0.00016365,0.0011486,-0.00027704,0
0.321,0.00021891,0.0012148,-0.00037229,0
0.322,0.0002807,0.001259,-0.00045407,0
0.323,0.00034835,0.0012805,-0.00052132,0
0.324,0.00042087,0.0012789,-0.00057329,0
0.325,0.00049701,0.0012543,-0.00060959,0
0.326,0.00057527,0.0012076,-0.00063012,0
0.327,0.00065392,0.0011401,-0.00063512,0
0.328,0.00073104,0.0010536,-0.00062513,0
0.329,0.0008046,0.00095023,-0.00060097,0
0.33,0.00087249,0.00083264,-0.00056374,0
0.331,0.00093255,0.0007037,-0.00051476,0
0.332,0.00098268,0.00056653,-0.00045554,0
0.333,0.0010209,0.00042437,-0.00038774,0
0.334,0.0010453,0.00028053,-0.00031314,0
0.335,0.0010544,0.00013828,-0.0002336,0
0.336,0.0010467,7.5343e-07,-0.00015099,0
0.337,0.0010213,-0.00012909,-6.7175e-05,0
0.338,0.00097749,-0.00024857,1.6048e-05,0
0.339,0.00091505,-0.00035536,9.6966e-05,0
0.34,0.00083414,-0.0004475,0.000174,0
0.341,0.00073537,-0.0005235,0.00024571,0
0.342,0.00061979,-0.00058232,0.00031088,0
0.343,0.00048888,-0.0006234,0.00036845,0
0.344,0.00034452,-0.00064671,0.0004176,0
0.345,0.00018898,-0.00065266,0.00045773,0
0.346,2.4848e-05,-0.00064215,0.00048846,0
0.347,-0.00014499,-0.00061651,0.00050962,0
0.348,-0.00031745,-0.00057744,0.00052125,0
0.349,-0.00048926,-0.00052697,0.00052361,0
0.35,-0.0006571,-0.00046741,0.0005171,0
0.351,-0.00081761,-0.00040123,0.00050228,0
0.352,-0.00096754,-0.00033104,0.00047984,0
0.353,-0.0011038,-0.00025949,0.00045058,0
0.354,-0.0012234,-0.00018918,0.00041534,0
0.355,-0.0013238,-0.00012261,0.00037502,0
0.356,-0.0014027,-6.2075e-05,0.00033052,0
0.357,-0.0014584,-9.6342e-06,0.00028273,0
0.358,-0.0014894,3.2965e-05,0.00023249,0
0.359,-0.0014949,6.4333e-05,0.00018058,0
0.36,-0.0014746,8.347e-05,0.00012772,0
0.361,-0.0014286,8.9798e-05,7.4493e-05,0
0.362,-0.0013578,8.3166e-05,2.1408e-05,0
0.363,-0.0012633,6.3855e-05,-3.1148e-05,0
0.364,-0.001147,3.2565e-05,-8.2897e-05,0
0.365,-0.0010112,-9.6149e-06,-0.00013367,0
0.366,-0.00085841,-6.1237e-05,-0.0001834,0
0.367,-0.00069179,-0.00012054,-0.0002321,0
0.368,-0.00051463,-0.00018553,-0.00027987,0
0.369,-0.00033051,-0.00025399,-0.00032685,0
0.37,-0.0001431,-0.00032361,-0.00037322,0
0.371,4.3825e-05,-0.00039201,-0.00041918,0
0.372,0.00022653,-0.00045686,-0.00046491,0
0.373,0.00040138,-0.0005159,-0.00051058,0
0.374,0.00056492,-0.00056706,-0.00055629,0
0.375,0.00071398,-0.00060847,-0.00060208,0
0.376,0.0008457,-0.00063859,-0.00064792,0
0.377,0.0009576,-0.0006562,-0.00069366,0
0.378,0.0010477,-0.00066045,-0.00073906,0
0.379,0.0011144,-0.00065092,-0.00078377,0
0.38,0.0011567,-0.00062759,-0.00082732,0
0.381,0.0011741,-0.00059091,-0.00086914,0
0.382,0.0011667,-0.0005417,-0.00090857,0
0.383,0.0011349,-0.00048121,-0.00094484,0
0.384,0.00108,-0.00041107,-0.00097715,0
0.385,0.0010034,-0.0003332,-0.0010046,0
0.386,0.00090708,-0.00024982,-0.0010264,0
0.387,0.00079341,-0.00016333,-0.0010415,0
0.388,0.00066506,-7.6298e-05,-0.0010491,0
0.389,0.00052493,8.6544e-06,-0.0010485,0
0.39,0.00037613,8.8915e-05,-0.0010389,0
0.391,0.00022186,0.00016196,-0.0010197,0
0.392,6.5333e-05,0.00022541,-0.00099052,0
0.393,-9.0258e-05,0.00027713,-0.00095104,0
0.394,-0.00024185,0.00031529,-0.00090116,0
0.395,-0.00038657,0.0003384,-0.000841,0
0.396,-0.00052179,0.00034536,-0.00077088,0
0.397,-0.00064516,0.00033553,-0.00069135,0
0.398,-0.00075471,0.00030873,-0.00060317,0
0.399,-0.00084882,0.00026525,-0.00050733,0
0.4,-0.00092629,0.00020587,-0.00040502,0
0.401,-0.00098631,0.00013182,-0.0002976,0
0.402,-0.0010285,4.4766e-05,-0.00018664,0
0.403,-0.001053,-5.3215e-05,-7.3792e-05,0
0.404,-0.0010601,-0.0001597,3.9139e-05,0
0.405,-0.0010507,-0.00027199,0.0001503,0
0.406,-0.0010258,-0.00038716,0.00025779,0
0.407,-0.00098694,-0.00050213,0.00035975,0
0.408,-0.00093568,-0.00061376,0.00045432,0
0.409,-0.00087386,-0.00071894,0.00053978,0
0.41,-0.00080342,-0.00081465,0.00061452,0
0.411,-0.00072635,-0.00089805,0.00067711,0
0.412,-0.00064467,-0.00096657,0.00072631,0
0.413,-0.00056033,-0.001018,0.00076116,0
0.414,-0.00047519,-0.0010503,0.00078092,0
0.415,-0.00039095,-0.0010623,0.00078518,0
0.416,-0.00030913,-0.001053,0.00077381,0
0.417,-0.00023102,-0.0010219,0.000747,0
0.418,-0.00015769,-0.00096916,0.00070525,0
0.419,-8.9894e-05,-0.00089544,0.00064938,0
0.42,-2.8162e-05,-0.00080191,0.00058049,0
0.421,2.7268e-05,-0.00069023,0.00049998,0
0.422,7.6412e-05,-0.00056253,0.00040948,0
0.423,0.00011953,-0.00042131,0.00031084,0
0.424,0.00015709,-0.00026947,0.0002061,0
0.425,0.00018975,-0.00011014,9.7442e-05,0
0.426,0.0002183,5.3324e-05,-1.2872e-05,0
0.427,0.00024366,0.00021747,-0.00012252,0
0.428,0.00026677,0.00037881,-0.00022919,0
0.429,0.00028861,0.0005339,-0.00033062,0
0.43,0.00031012,0.00067947,-0.00042464,0
0.431,0.00033215,0.00081244,-0.00050923,0
0.432,0.00035546,0.00093006,-0.00058256,0
0.433,0.00038063,0.0010299,-0.00064303,0
0.434,0.00040808,0.0011101,-0.00068929,0
0.435,0.00043801,0.001169,-0.00072028,0
0.436,0.00047039,0.0012058,-0.00073527,0
0.437,0.00050498,0.0012199,-0.00073382,0
0.438,0.00054131,0.0012114,-0.00071585,0
0.439,0.00057868,0.001181,-0.00068159,0
0.44,0.00061619,0.0011298,-0.0006316,0
0.441,0.00065277,0.0010595,-0.00056675,0
0.442,0.00068719,0.00097206,-0.0004882,0
0.443,0.00071814,0.00086998,-0.00039736,0
0.444,0.00074423,0.00075602,-0.00029587,0
0.445,0.00076405,0.00063321,-0.00018556,0
0.446,0.00077624,0.00050471,-6.8421e-05,0
0.447,0.0007795,0.0003738,5.3481e-05,0
0.448,0.00077268,0.00024376,0.000178,0
0.449,0.00075481,0.00011776,0.00030298,0
0.45,0.00072515,-1.1552e-06,0.00042631,0
0.451,0.00068318,-0.0001102,0.00054594,0
0.452,0.00062873,-0.00020689,0.00065993,0
0.453,0.00056191,-0.0002891,0.00076652,0
0.454,0.00048317,-0.00035512,0.00086412,0
0.455,0.00039331,-0.00040369,0.00095134,0
0.456,0.00029343,-0.00043405,0.0010271,0
0.457,0.00018501,-0.0004459,0.0010904,0
0.458,6.9769e-05,-0.00043944,0.0011407,0
0.459,-5.026e-05,-0.00041535,0.0011776,0
0.46,-0.00017284,-0.00037476,0.0012011,0
0.461,-0.00029554,-0.00031921,0.0012112,0
0.462,-0.00041582,-0.00025061,0.0012084,0
0.463,-0.00053106,-0.00017117,0.0011932,0
0.464,-0.00063863,-8.3347e-05,0.0011666,0
0.465,-0.00073599,1.0238e-05,0.0011295,0
0.466,-0.0008207,0.00010686,0.0010829,0
0.467,-0.00089051,0.00020378,0.0010281,0
0.468,-0.00094345,0.0002983,0.00096634,0
0.469,-0.00097784,0.00038786,0.00089901,0
0.47,-0.00099234,0.0004701,0.00082741,0
0.471,-0.00098605,0.00054292,0.00075283,0
0.472,-0.00095846,0.00060451,0.00067652,0
0.473,-0.00090956,0.00065345,0.00059964,0
0.474,-0.00083977,0.00068868,0.00052326,0
0.475,-0.00075,0.00070957,0.0004483,0
0.476,-0.00064161,0.00071591,0.00037558,0
0.477,-0.0005164,0.00070792,0.00030575,0
0.478,-0.00037657,0.00068621,0.00023934,0
0.479,-0.00022469,0.00065179,0.00017673,0
0.48,-6.364e-05,0.000606,0.00011813,0
0.481,0.00010347,0.00055051,6.366e-05,0
0.482,0.00027333,0.0004872,1.3306e-05,0
0.483,0.00044254,0.00041818,-3.3046e-05,0
0.484,0.00060763,0.00034564,-7.5589e-05,0
0.485,0.00076522,0.00027185,-0.00011458,0
0.486,0.00091202,0.00019906,-0.00015031,0
0.487,0.0010449,0.00012943,-0.00018309,0
0.488,0.0011611,6.498e-05,-0.00021324,0
0.489,0.0012581,7.5154e-06,-0.00024103,0
0.49,0.0013338,-4.142e-05,-0.00026673,0
0.491,0.0013866,-8.059e-05,-0.00029052,0
0.492,0.0014151,-0.0001091,-0.00031253,0
0.493,0.0014187,-0.00012644,-0.0003328,0
0.494,0.0013973,-0.00013247,-0.00035132,0
0.495,0.0013511,-0.00012744,-0.00036797,0
0.496,0.0012811,-0.00011198,-0.00038257,0
0.497,0.0011884,-8.7089e-05,-0.00039486,0
0.498,0.0010751,-5.4086e-05,-0.00040451,0
0.499,0.00094316,-1.458e-05,-0.00041118,0
0.5,0.00079528,2.9579e-05,-0.00041447,0
0.501,0.00063433,7.6361e-05,-0.00041399,0
0.502,0.00046343,0.00012361,-0.00040933,0
0.503,0.00028588,0.00016913,-0.00040014,0
0.504,0.00010507,0.00021073,-0.00038612,0
0.505,-7.5581e-05,0.00024629,-0.00036705,0
0.506,-0.00025273,0.00027386,-0.00034278,0
0.507,-0.00042316,0.00029169,-0.0003133,0
0.508,-0.00058383,0.00029831,-0.00027871,0
0.509,-0.00073199,0.00029254,-0.00023926,0
0.51,-0.00086519,0.00027359,-0.00019533,0
0.511,-0.00098135,0.00024104,-0.00014747,0
0.512,-0.0010788,0.00019487,-9.6359e-05,0
0.513,-0.0011563,0.00013551,-4.2833e-05,0
0.514,-0.0012131,6.3768e-05,1.215e-05,0
0.515,-0.0012488,-1.9142e-05,6.7511e-05,0
0.516,-0.0012636,-0.00011163,0.00012208,0
0.517,-0.0012579,-0.00021179,0.0001746,0
0.518,-0.0012329,-0.00031742,0.0002238,0
0.519,-0.0011897,-0.00042609,0.00026835,0
0.52,-0.00113,-0.00053522,0.00030696,0
0.521,-0.0010558,-0.00064214,0.00033838,0
0.522,-0.00096935,-0.00074413,0.00036146,0
0.523,-0.00087284,-0.00083856,0.00037513,0
0.524,-0.00076877,-0.00092291,0.0003785,0
0.525,-0.00065959,-0.00099484,0.00037083,0
0.526,-0.00054776,-0.0010523,0.00035158,0
0.527,-0.00043566,-0.0010935,0.00032044,0
0.528,-0.00032552,-0.0011172,0.00027735,0
0.529,-0.0002194,-0.0011224,0.00022247,0
0.53,-0.00011913,-0.0011085,0.00015624,0
0.531,-2.6275e-05,-0.0010755,7.9345e-05,0
0.532,5.7887e-05,-0.001024,-7.2673e-06,0
0.533,0.00013238,-0.00095477,-0.00010242,0
0.534,0.00019654,-0.0008692,-0.00020471,0
