t (s),dotx1 (m/s),dotx2 (m/s),dotx3 (m/s),fp (N)
35.793,-0.050041,-0.026075,0.0063812,-2.6959
35.794,-0.053947,-0.026103,0.0095281,-2.986
35.795,-0.0572,-0.026065,0.012372,-3.1429
35.796,-0.05972,-0.025965,0.01489,-3.1575
35.797,-0.061435,-0.025805,0.017061,-3.0196
35.798,-0.062292,-0.025583,0.018868,-2.7703
35.799,-0.062254,-0.025295,0.020298,-2.4283
35.8,-0.061305,-0.024933,0.021342,-2.0024
35.801,-0.059446,-0.024486,0.021994,-1.5383
35.802,-0.056701,-0.023941,0.022252,-1.0517
35.803,-0.053112,-0.023281,0.02212,-0.59388
35.804,-0.048743,-0.022488,0.021603,-0.20158
35.805,-0.043678,-0.021543,0.020714,0.093922
35.806,-0.038013,-0.020427,0.019468,0.30442
35.807,-0.031853,-0.019121,0.017885,0.38464
35.808,-0.025316,-0.017609,0.01599,0.35097
35.809,-0.018521,-0.015877,0.013812,0.19381
35.81,-0.011589,-0.013916,0.011385,-0.038953
35.811,-0.0046339,-0.011722,0.0087445,-0.35903
35.812,0.0022347,-0.0092946,0.0059332,-0.68967
35.813,0.0089193,-0.0066415,0.0029952,-1.0343
35.814,0.015333,-0.0037761,-2.2126e-05,-1.3243
35.815,0.021405,-0.00071847,-0.0030688,-1.5447
35.816,0.027072,0.0025049,-0.0060932,-1.6706
35.817,0.032287,0.0058616,-0.0090423,-1.6731
35.818,0.037013,0.0093137,-0.011863,-1.5684
35.819,0.04122,0.012819,-0.014502,-1.3439
35.82,0.044885,0.016331,-0.016907,-1.043
35.821,0.047992,0.019801,-0.019028,-0.66794
35.822,0.050524,0.023178,-0.020819,-0.28259
35.823,0.052468,0.026412,-0.022235,0.095185
35.824,0.053817,0.029453,-0.023238,0.44621
35.825,0.054563,0.032252,-0.023793,0.72596
35.826,0.054703,0.034763,-0.023873,0.92149
35.827,0.054241,0.036945,-0.023456,1.0241
35.828,0.053188,0.03876,-0.022527,1.0587
35.829,0.051562,0.040178,-0.021079,1.0144
35.83,0.049394,0.041172,-0.019113,0.93268
35.831,0.046722,0.041726,-0.016637,0.8212
35.832,0.043592,0.041827,-0.013668,0.69407
35.833,0.040056,0.041474,-0.010231,0.57049
35.834,0.036175,0.040672,-0.0063577,0.47959
35.835,0.032013,0.039434,-0.0020884,0.40289
35.836,0.027632,0.037784,0.00253,0.33724
35.837,0.023093,0.035751,0.0074442,0.27044
35.838,0.018453,0.033373,0.012595,0.17401
35.839,0.013763,0.030695,0.017919,0.038994
35.84,0.0090734,0.027769,0.023348,-0.13473
35.841,0.0044284,0.024649,0.028811,-0.3768
35.842,-0.00013071,0.021396,0.034235,-0.66473
35.843,-0.0045628,0.018073,0.039547,-0.99732
35.844,-0.0088276,0.014742,0.044674,-1.356
35.845,-0.012886,0.011468,0.049545,-1.7393
35.846,-0.016698,0.0083133,0.05409,-2.1068
35.847,-0.020219,0.0053364,0.058245,-2.4143
35.848,-0.023404,0.0025933,0.061949,-2.6651
35.849,-0.026209,0.00013448,0.065149,-2.8431
35.85,-0.028593,-0.0019953,0.067796,-2.932
35.851,-0.030518,-0.0037581,0.069851,-2.9399
35.852,-0.031951,-0.0051233,0.071282,-2.8616
35.853,-0.032866,-0.0060682,0.072065,-2.7308
35.854,-0.033245,-0.0065783,0.072186,-2.5339
35.855,-0.033077,-0.0066475,0.07164,-2.3096
35.856,-0.032362,-0.0062782,0.070433,-2.0749
35.857,-0.031108,-0.0054812,0.068576,-1.8396
35.858,-0.02933,-0.0042754,0.066094,-1.5972
35.859,-0.02705,-0.0026875,0.063018,-1.3863
35.86,-0.024298,-0.00075147,0.059388,-1.1953
35.861,-0.021109,0.0014923,0.055251,-1.0308
35.862,-0.017522,0.0039975,0.050661,-0.88916
35.863,-0.013585,0.0067131,0.045679,-0.7874
35.864,-0.0093446,0.0095842,0.04037,-0.7073
35.865,-0.0048555,0.012553,0.034804,-0.65816
35.866,-0.00017576,0.01556,0.029052,-0.66008
35.867,0.0046341,0.018546,0.02319,-0.67994
35.868,0.0095106,0.02145,0.017291,-0.75889
35.869,0.014388,0.024216,0.011431,-0.86217
35.87,0.0192,0.026788,0.0056824,-1.0091
35.871,0.023883,0.029115,0.00011521,-1.1597
35.872,0.028375,0.031151,-0.0052037,-1.3384
35.873,0.032613,0.032853,-0.010212,-1.5184
35.874,0.036542,0.034188,-0.014854,-1.6912
35.875,0.040108,0.035127,-0.019079,-1.8479
35.876,0.043262,0.035648,-0.022843,-1.9773
35.877,0.045961,0.035738,-0.026111,-2.098
35.878,0.048161,0.035392,-0.028854,-2.1864
35.879,0.049829,0.03461,-0.031052,-2.2657
35.88,0.050933,0.033401,-0.032695,-2.3081
35.881,0.051449,0.031783,-0.033778,-2.3374
35.882,0.051359,0.029777,-0.034306,-2.342
35.883,0.050654,0.027413,-0.034293,-2.3146
35.884,0.049331,0.024725,-0.033759,-2.2443
35.885,0.047401,0.021752,-0.032731,-2.1231
35.886,0.04488,0.018537,-0.031243,-1.9628
35.887,0.041793,0.015125,-0.029336,-1.7375
35.888,0.038176,0.011565,-0.027054,-1.4464
35.889,0.034073,0.0079054,-0.024448,-1.0909
35.89,0.029532,0.0041956,-0.02157,-0.70107
35.891,0.024604,0.00048406,-0.018476,-0.29933
35.892,0.01934,-0.0031818,-0.015225,0.092358
35.893,0.013793,-0.0067572,-0.011874,0.42938
35.894,0.0080171,-0.0102,-0.0084821,0.7099
35.895,0.0020657,-0.013473,-0.0051073,0.89245
35.896,-0.0040092,-0.016543,-0.0018056,0.94445
35.897,-0.010154,-0.01938,0.001369,0.87709
35.898,-0.016311,-0.021964,0.004366,0.68718
35.899,-0.02242,-0.024276,0.0071382,0.39519
35.9,-0.028413,-0.026306,0.0096427,0.020024
35.901,-0.03422,-0.02805,0.011841,-0.40879
35.902,-0.039761,-0.029509,0.013701,-0.83143
35.903,-0.044954,-0.030689,0.015194,-1.2447
35.904,-0.049714,-0.031602,0.016297,-1.5944
35.905,-0.053955,-0.032264,0.016995,-1.8736
35.906,-0.0576,-0.032693,0.017275,-2.0892
35.907,-0.060578,-0.032911,0.017132,-2.2318
35.908,-0.062829,-0.032941,0.016565,-2.3137
35.909,-0.064304,-0.032805,0.01558,-2.3502
35.91,-0.064974,-0.032527,0.014185,-2.379
35.911,-0.064825,-0.032129,0.012396,-2.4212
35.912,-0.063862,-0.031632,0.010231,-2.4898
35.913,-0.062105,-0.031053,0.0077117,-2.6248
35.914,-0.059592,-0.03041,0.0048659,-2.8072
35.915,-0.056367,-0.029715,0.0017228,-3.0298
35.916,-0.052488,-0.02898,-0.001685,-3.3015
35.917,-0.04802,-0.028213,-0.0053224,-3.5719
35.918,-0.043031,-0.027419,-0.0091519,-3.8303
35.919,-0.037593,-0.026604,-0.013134,-4.0312
35.92,-0.031778,-0.025767,-0.017229,-4.1621
35.921,-0.025663,-0.024908,-0.021394,-4.1911
35.922,-0.019326,-0.024026,-0.025587,-4.1305
35.923,-0.012848,-0.023117,-0.029764,-3.9697
35.924,-0.0063129,-0.022177,-0.033884,-3.6962
35.925,0.0001949,-0.021202,-0.037902,-3.3569
35.926,0.0065854,-0.020186,-0.041777,-2.9538
35.927,0.012767,-0.019127,-0.045468,-2.5348
35.928,0.018646,-0.018021,-0.048933,-2.1012
35.929,0.024131,-0.016866,-0.052135,-1.7094
35.93,0.029131,-0.015663,-0.055037,-1.362
35.931,0.033561,-0.014414,-0.057604,-1.0802
35.932,0.037346,-0.013125,-0.059804,-0.86325
35.933,0.040418,-0.011805,-0.061607,-0.72973
35.934,0.042726,-0.010465,-0.062987,-0.64358
35.935,0.044232,-0.0091206,-0.063921,-0.61488
35.936,0.044914,-0.0077895,-0.064391,-0.60877
35.937,0.044771,-0.0064925,-0.06438,-0.62078
35.938,0.043812,-0.0052529,-0.06388,-0.64499
35.939,0.042067,-0.0040956,-0.062882,-0.63798
35.94,0.039579,-0.0030464,-0.061387,-0.62467
35.941,0.036402,-0.0021315,-0.059398,-0.59636
35.942,0.032599,-0.0013764,-0.056925,-0.57106
35.943,0.028239,-0.00080489,-0.053982,-0.56129
35.944,0.023398,-0.00043853,-0.05059,-0.56538
35.945,0.018156,-0.00029559,-0.046775,-0.60888
35.946,0.012595,-0.00039034,-0.042568,-0.71392
35.947,0.0067972,-0.00073237,-0.038006,-0.8614
35.948,0.00084998,-0.0013261,-0.03313,-1.0597
35.949,-0.0051605,-0.0021702,-0.027987,-1.3051
35.95,-0.011147,-0.0032575,-0.022628,-1.583
35.951,-0.017022,-0.0045745,-0.017107,-1.8691
35.952,-0.022694,-0.0061018,-0.011484,-2.1164
35.953,-0.028074,-0.0078135,-0.0058171,-2.3369
35.954,-0.033078,-0.009678,-0.0001705,-2.5017
35.955,-0.037624,-0.011658,0.0053927,-2.5786
35.956,-0.041637,-0.013711,0.010809,-2.5771
35.957,-0.045051,-0.015791,0.016014,-2.4928
35.958,-0.047811,-0.017846,0.020948,-2.328
35.959,-0.049875,-0.019825,0.02555,-2.1062
35.96,-0.051217,-0.02167,0.029766,-1.8462
35.961,-0.051827,-0.023328,0.033544,-1.5867
35.962,-0.051708,-0.024743,0.036839,-1.3271
35.963,-0.050878,-0.025863,0.039611,-1.105
35.964,-0.049373,-0.026638,0.041828,-0.9518
35.965,-0.047234,-0.027025,0.043464,-0.849
35.966,-0.044512,-0.026984,0.044502,-0.80574
35.967,-0.041265,-0.026485,0.044936,-0.82802
35.968,-0.037556,-0.025507,0.044765,-0.90852
35.969,-0.033449,-0.024035,0.044,-1.045
35.97,-0.029009,-0.022068,0.042661,-1.1953
35.971,-0.024296,-0.019612,0.040775,-1.3538
35.972,-0.019366,-0.016687,0.038379,-1.4809
35.973,-0.014274,-0.013319,0.03552,-1.5816
35.974,-0.0090691,-0.0095486,0.03225,-1.6269
35.975,-0.0037972,-0.0054228,0.028629,-1.6199
35.976,0.0014991,-0.00099788,0.024723,-1.5402
35.977,0.0067806,0.0036627,0.020603,-1.3959
35.978,0.012009,0.0084898,0.016343,-1.1892
35.979,0.017148,0.01341,0.012019,-0.92971
35.98,0.022162,0.018346,0.0077111,-0.61623
35.981,0.027016,0.023221,0.0034965,-0.28107
35.982,0.031671,0.027958,-0.0005478,0.065043
35.983,0.036088,0.032481,-0.0043477,0.39827
35.984,0.040229,0.036721,-0.0078328,0.71634
35.985,0.044055,0.04061,-0.010938,1.0007
35.986,0.047526,0.04409,-0.013605,1.2333
35.987,0.050602,0.047109,-0.015781,1.4054
35.988,0.053246,0.049624,-0.017423,1.5155
35.989,0.055422,0.0516,-0.018496,1.5745
35.99,0.057103,0.053015,-0.018976,1.583
35.991,0.058263,0.053855,-0.018845,1.5668
35.992,0.058888,0.054117,-0.018099,1.5302
35.993,0.058964,0.053809,-0.016743,1.4672
35.994,0.058484,0.052948,-0.01479,1.3929
35.995,0.057449,0.051563,-0.012265,1.3377
35.996,0.055869,0.049689,-0.0092019,1.2866
35.997,0.053754,0.047371,-0.0056422,1.2266
35.998,0.051117,0.044661,-0.0016362,1.1507
35.999,0.047979,0.041616,0.002759,1.066
36,0.044363,0.038299,0.0074801,0.94705
36.001,0.040295,0.034775,0.012459,0.78372
36.002,0.035807,0.031112,0.017623,0.58553
36.003,0.03094,0.027377,0.022899,0.37219
36.004,0.025743,0.023638,0.028208,0.15518
36.005,0.020272,0.019957,0.033476,-0.058777
36.006,0.014592,0.016396,0.038626,-0.24526
36.007,0.0087764,0.01301,0.043585,-0.39105
36.008,0.0029028,0.0098483,0.048282,-0.48407
36.009,-0.0029432,0.0069549,0.05265,-0.4976
36.01,-0.0086724,0.0043658,0.05663,-0.4369
36.011,-0.014199,0.0021095,0.060164,-0.33259
36.012,-0.01944,0.00020711,0.063206,-0.18037
36.013,-0.024315,-0.0013281,0.065712,-0.0022902
36.014,-0.028755,-0.0024905,0.067649,0.16032
36.015,-0.032699,-0.0032818,0.068992,0.28457
36.016,-0.036096,-0.0037111,0.069722,0.35591
36.017,-0.038906,-0.0037938,0.069831,0.34982
36.018,-0.041093,-0.0035517,0.069316,0.27837
36.019,-0.042636,-0.003012,0.068185,0.12153
36.02,-0.043514,-0.0022065,0.066452,-0.078789
36.021,-0.043715,-0.0011711,0.064139,-0.32194
36.022,-0.043232,5.522e-05,0.061274,-0.56839
36.023,-0.042061,0.0014316,0.057892,-0.78963
36.024,-0.040202,0.002916,0.054035,-0.94676
36.025,-0.03766,0.0044664,0.049746,-1.0211
36.026,-0.034451,0.0060419,0.045077,-1.0147
36.027,-0.0306,0.0076037,0.040079,-0.90737
36.028,-0.026139,0.0091156,0.034809,-0.7011
36.029,-0.021114,0.010546,0.029324,-0.40501
36.03,-0.015586,0.011866,0.023682,-0.049891
36.031,-0.0096259,0.013053,0.017942,0.3475
36.032,-0.003321,0.014089,0.012164,0.75919
36.033,0.0032301,0.014961,0.0064046,1.1484
36.034,0.0099162,0.015661,0.00071983,1.4805
36.035,0.016617,0.016187,-0.0048362,1.7332
36.036,0.023207,0.016538,-0.010212,1.8929
36.037,0.029559,0.016719,-0.015359,1.937
36.038,0.035543,0.016738,-0.020233,1.8493
36.039,0.041034,0.016604,-0.024793,1.6271
36.04,0.045914,0.016326,-0.029,1.292
36.041,0.050079,0.015916,-0.032822,0.8595
36.042,0.053441,0.015382,-0.03623,0.35384
36.043,0.055927,0.014733,-0.0392,-0.183
36.044,0.057486,0.013977,-0.041713,-0.7424
36.045,0.058087,0.013117,-0.043753,-1.2731
36.046,0.057721,0.012156,-0.045312,-1.7546
36.047,0.056397,0.011095,-0.046384,-2.1534
36.048,0.054148,0.0099294,-0.04697,-2.454
36.049,0.051021,0.0086563,-0.047074,-2.6588
36.05,0.047075,0.0072696,-0.046706,-2.7726
36.051,0.042385,0.0057624,-0.045883,-2.7858
36.052,0.037032,0.0041276,-0.044623,-2.7476
36.053,0.031101,0.0023584,-0.042952,-2.669
36.054,0.024686,0.00044856,-0.040898,-2.5536
36.055,0.017885,-0.0016062,-0.038496,-2.4229
36.056,0.010796,-0.0038083,-0.035783,-2.2854
36.057,0.0035239,-0.0061572,-0.032802,-2.1385
36.058,-0.0038271,-0.0086493,-0.029597,-1.982
36.059,-0.011151,-0.011277,-0.026217,-1.8118
36.06,-0.018343,-0.01403,-0.022713,-1.6068
36.061,-0.025298,-0.016892,-0.019138,-1.3821
36.062,-0.031916,-0.019842,-0.015546,-1.1073
36.063,-0.038105,-0.022857,-0.011994,-0.80915
36.064,-0.043781,-0.025907,-0.0085355,-0.48925
36.065,-0.048873,-0.02896,-0.0052268,-0.17556
36.066,-0.053324,-0.031979,-0.0021214,0.11074
36.067,-0.057092,-0.034923,0.00072896,0.34927
36.068,-0.06015,-0.037751,0.0032754,0.50703
36.069,-0.062487,-0.040419,0.0054725,0.56826
36.07,-0.064107,-0.042883,0.0072795,0.52349
36.071,-0.065024,-0.045101,0.0086603,0.36606
36.072,-0.065262,-0.04703,0.0095848,0.097495
36.073,-0.064853,-0.048632,0.010029,-0.26561
36.074,-0.063834,-0.049874,0.0099765,-0.70009
36.075,-0.062242,-0.050726,0.0094169,-1.1641
36.076,-0.060115,-0.051166,0.0083483,-1.6289
36.077,-0.05749,-0.051178,0.0067765,-2.0772
36.078,-0.054407,-0.050752,0.0047149,-2.4755
36.079,-0.050903,-0.049888,0.002185,-2.7959
36.08,-0.047011,-0.048592,-0.00078412,-3.0101
36.081,-0.042768,-0.046879,-0.004156,-3.1226
36.082,-0.038209,-0.044771,-0.0078874,-3.1154
36.083,-0.033375,-0.042297,-0.011929,-3.0074
36.084,-0.028304,-0.039492,-0.016224,-2.7792
36.085,-0.023039,-0.036397,-0.020714,-2.453
36.086,-0.017626,-0.033058,-0.025333,-2.0479
36.087,-0.012114,-0.029526,-0.030015,-1.5678
36.088,-0.0065542,-0.025853,-0.034689,-1.0318
36.089,-0.0010008,-0.022094,-0.039285,-0.46308
36.09,0.0044873,-0.018305,-0.043732,0.11004
36.091,0.0098497,-0.01454,-0.047961,0.68424
36.092,0.015023,-0.010853,-0.051905,1.2073
36.093,0.019942,-0.0072976,-0.055497,1.6917
36.094,0.024544,-0.0039213,-0.05868,2.1012
36.095,0.028764,-0.0007694,-0.061396,2.4264
36.096,0.032539,0.0021178,-0.063597,2.6439
36.097,0.03581,0.0047048,-0.06524,2.741
36.098,0.03852,0.006962,-0.066289,2.7292
36.099,0.040624,0.0088655,-0.066717,2.6106
36.1,0.042082,0.010397,-0.066505,2.3786
36.101,0.042863,0.011546,-0.065641,2.0604
36.102,0.042947,0.012307,-0.064125,1.6472
36.103,0.042325,0.01268,-0.061961,1.1701
36.104,0.041001,0.012673,-0.059167,0.65832
36.105,0.038993,0.012298,-0.055766,0.12387
36.106,0.03633,0.011574,-0.05179,-0.41521
36.107,0.033052,0.010524,-0.04728,-0.92893
36.108,0.029215,0.0091771,-0.042282,-1.388
36.109,0.024883,0.0075657,-0.036852,-1.7854
36.11,0.020129,0.0057267,-0.031048,-2.0972
36.111,0.015035,0.0037002,-0.024936,-2.3274
36.112,0.0096876,0.0015292,-0.018585,-2.4518
36.113,0.0041782,-0.00074091,-0.012067,-2.4784
36.114,-0.0014022,-0.0030631,-0.0054563,-2.4221
36.115,-0.0069618,-0.0053893,0.0011713,-2.2695
36.116,-0.012411,-0.0076712,0.0077401,-2.0513
36.117,-0.017666,-0.0098605,0.014175,-1.7843
36.118,-0.022648,-0.01191,0.020403,-1.475
36.119,-0.027287,-0.013776,0.026355,-1.1636
36.12,-0.031521,-0.015414,0.031965,-0.87568
36.121,-0.035297,-0.016786,0.03717,-0.61202
36.122,-0.03857,-0.017856,0.041917,-0.38629
36.123,-0.041301,-0.018595,0.046155,-0.21727
36.124,-0.043463,-0.018977,0.049844,-0.10222
36.125,-0.045031,-0.018982,0.052949,-0.038003
36.126,-0.045988,-0.018599,0.055444,-0.019956
36.127,-0.046323,-0.017822,0.057312,-0.033705
36.128,-0.04603,-0.016649,0.058543,-0.079227
36.129,-0.045107,-0.01509,0.059138,-0.13619
36.13,-0.043561,-0.013157,0.059106,-0.20699
36.131,-0.041403,-0.010871,0.058462,-0.27383
36.132,-0.038647,-0.0082575,0.057233,-0.32551
36.133,-0.035318,-0.0053487,0.055451,-0.36991
36.134,-0.031446,-0.0021807,0.053157,-0.42026
36.135,-0.027071,0.0012062,0.050396,-0.46316
36.136,-0.022238,0.004768,0.047221,-0.5069
36.137,-0.016998,0.0084585,0.043689,-0.54684
36.138,-0.01141,0.01223,0.039862,-0.59806
36.139,-0.0055384,0.016032,0.035803,-0.65658
36.14,0.00054644,0.019818,0.03158,-0.73512
36.141,0.0067733,0.023537,0.027261,-0.79595
36.142,0.01307,0.027145,0.022913,-0.85967
36.143,0.019356,0.030595,0.018604,-0.95122
36.144,0.025555,0.033847,0.014398,-1.0315
36.145,0.031588,0.036863,0.010361,-1.1078
36.146,0.037384,0.039609,0.0065496,-1.1634
36.147,0.042869,0.042054,0.0030207,-1.2
36.148,0.047976,0.044176,-0.00017569,-1.226
36.149,0.052637,0.045953,-0.0029949,-1.2392
36.15,0.056793,0.047372,-0.0053983,-1.2386
36.151,0.060387,0.048424,-0.0073537,-1.2151
36.152,0.063372,0.049104,-0.0088361,-1.1849
36.153,0.065703,0.049416,-0.0098274,-1.169
36.154,0.067341,0.049364,-0.010317,-1.1457
36.155,0.068261,0.048959,-0.010301,-1.117
36.156,0.068443,0.048217,-0.0097843,-1.1068
36.157,0.067875,0.047156,-0.0087771,-1.1032
36.158,0.066558,0.045798,-0.0072973,-1.0985
36.159,0.064503,0.044167,-0.0053692,-1.0991
36.16,0.061734,0.04229,-0.0030233,-1.0724
36.161,0.058287,0.040195,-0.00029553,-1.0205
36.162,0.054207,0.037912,0.0027731,-0.93556
36.163,0.049556,0.03547,0.0061371,-0.79231
36.164,0.044398,0.0329,0.0097471,-0.61291
36.165,0.038808,0.030233,0.013551,-0.39286
36.166,0.032865,0.027499,0.017493,-0.138
36.167,0.026652,0.024727,0.021518,0.13944
36.168,0.020254,0.021944,0.025567,0.432
36.169,0.013758,0.01918,0.029583,0.71693
36.17,0.0072454,0.016458,0.033508,0.9715
36.171,0.00079821,0.013804,0.037287,1.1919
36.172,-0.0055049,0.011239,0.040864,1.3641
36.173,-0.01159,0.008784,0.044189,1.4669
36.174,-0.017387,0.0064571,0.047211,1.5171
36.175,-0.022824,0.0042739,0.049887,1.5383
36.176,-0.027836,0.002248,0.052174,1.5196
36.177,-0.03236,0.00039051,0.054038,1.4819
36.178,-0.036336,-0.0012897,0.055446,1.4501
36.179,-0.039711,-0.0027861,0.056372,1.4353
36.18,-0.042435,-0.004094,0.056797,1.4473
36.181,-0.044469,-0.0052109,0.056706,1.4965
36.182,-0.045783,-0.0061359,0.056091,1.5553
36.183,-0.046359,-0.0068697,0.054948,1.6507
36.184,-0.046191,-0.0074146,0.053283,1.7377
36.185,-0.045288,-0.0077739,0.051104,1.8312
36.186,-0.043671,-0.0079526,0.048428,1.8768
36.187,-0.041379,-0.0079565,0.045275,1.8964
36.188,-0.038455,-0.007793,0.041673,1.8688
36.189,-0.03496,-0.0074707,0.037653,1.7803
36.19,-0.030962,-0.0069996,0.033254,1.6327
36.191,-0.026534,-0.006391,0.028515,1.4296
36.192,-0.021756,-0.0056581,0.023483,1.1906
36.193,-0.016709,-0.0048155,0.018207,0.91645
36.194,-0.011477,-0.0038795,0.012738,0.62592
36.195,-0.0061417,-0.0028679,0.0071305,0.33095
36.196,-0.00078719,-0.0018005,0.0014411,0.023579
36.197,0.0045053,-0.00069799,-0.004273,-0.27029
36.198,0.0096587,0.00041718,-0.0099544,-0.54418
36.199,0.0146,0.0015216,-0.015545,-0.78497
36.2,0.019263,0.0025912,-0.020989,-0.989
36.201,0.023584,0.003601,-0.026231,-1.1457
36.202,0.02751,0.0045263,-0.031218,-1.2439
36.203,0.030994,0.0053425,-0.035901,-1.2777
36.204,0.033996,0.0060255,-0.040232,-1.2442
36.205,0.036485,0.0065528,-0.044169,-1.1362
36.206,0.038436,0.0069031,-0.047676,-0.96816
36.207,0.03983,0.0070575,-0.050719,-0.75367
36.208,0.040654,0.0069996,-0.053272,-0.48136
36.209,0.0409,0.0067159,-0.055315,-0.20577
36.21,0.040563,0.006196,-0.056831,0.074341
36.211,0.039642,0.0054334,-0.057813,0.33567
36.212,0.038143,0.004425,-0.058261,0.55245
36.213,0.036071,0.0031715,-0.058178,0.71785
36.214,0.033443,0.0016775,-0.057576,0.82489
36.215,0.03028,-4.8742e-05,-0.056473,0.89182
36.216,0.026612,-0.0019952,-0.054894,0.88433
36.217,0.022474,-0.0041465,-0.052869,0.83979
36.218,0.017913,-0.006484,-0.050432,0.77922
36.219,0.012984,-0.0089858,-0.047626,0.70743
36.22,0.0077453,-0.011628,-0.044495,0.60845
36.221,0.0022618,-0.014382,-0.041087,0.5094
36.222,-0.0033983,-0.017221,-0.037456,0.3991
36.223,-0.0091665,-0.020112,-0.033656,0.26311
36.224,-0.014975,-0.023024,-0.029744,0.098145
36.225,-0.020757,-0.025923,-0.025778,-0.11895
36.226,-0.026449,-0.028776,-0.021815,-0.37204
36.227,-0.031987,-0.031548,-0.017914,-0.70076
36.228,-0.037314,-0.034207,-0.01413,-1.072
36.229,-0.04237,-0.036721,-0.010519,-1.486
36.23,-0.047096,-0.03906,-0.007132,-1.9153
36.231,-0.05143,-0.041195,-0.0040172,-2.3064
36.232,-0.055308,-0.043102,-0.0012189,-2.6552
36.233,-0.058669,-0.044755,0.0012231,-2.8955
36.234,-0.061449,-0.046137,0.0032746,-3.031
36.235,-0.063588,-0.047229,0.0049066,-3.0029
36.236,-0.065031,-0.048018,0.0060965,-2.8405
36.237,-0.065733,-0.048492,0.0068277,-2.5208
36.238,-0.06566,-0.048643,0.0070904,-2.0599
36.239,-0.064791,-0.048466,0.0068813,-1.498
36.24,-0.063126,-0.047959,0.006204,-0.88694
36.241,-0.060681,-0.047122,0.0050689,-0.23925
36.242,-0.057491,-0.045957,0.0034929,0.3713
36.243,-0.053609,-0.044472,0.0014995,0.92291
36.244,-0.049105,-0.042676,-0.0008815,1.3675
36.245,-0.044061,-0.04058,-0.0036146,1.7012
36.246,-0.038568,-0.038202,-0.0066585,1.8923
36.247,-0.032724,-0.035561,-0.0099673,1.9575
36.248,-0.026631,-0.032681,-0.01349,1.895
36.249,-0.020387,-0.029588,-0.017173,1.7391
36.25,-0.014089,-0.026314,-0.020959,1.5013
36.251,-0.0078266,-0.022893,-0.024786,1.2298
36.252,-0.0016826,-0.019362,-0.028595,0.92762
36.253,0.0042678,-0.015761,-0.032323,0.64475
36.254,0.00996,-0.012133,-0.035908,0.39975
36.255,0.015337,-0.0085214,-0.039289,0.20666
36.256,0.020351,-0.0049702,-0.042407,0.092632
36.257,0.02496,-0.0015236,-0.045206,0.044688
36.258,0.029131,0.0017756,-0.047632,0.07878
36.259,0.032835,0.0048863,-0.049638,0.18599
36.26,0.036049,0.0077705,-0.051181,0.35211
36.261,0.038754,0.010394,-0.052223,0.57092
36.262,0.040933,0.012726,-0.052734,0.82097
36.263,0.042573,0.014742,-0.05269,1.0654
36.264,0.043661,0.016422,-0.052074,1.2905
36.265,0.044188,0.017752,-0.050878,1.493
36.266,0.044151,0.018725,-0.049102,1.6391
36.267,0.043544,0.019339,-0.046752,1.6939
36.268,0.042366,0.019599,-0.043843,1.6601
36.269,0.040625,0.019516,-0.040398,1.5527
36.27,0.038333,0.019105,-0.036448,1.3505
36.271,0.035511,0.018387,-0.032029,1.0765
36.272,0.032188,0.017389,-0.027186,0.74179
36.273,0.028402,0.01614,-0.021968,0.35928
36.274,0.024201,0.014674,-0.016429,-0.043436
36.275,0.01964,0.013027,-0.01063,-0.45376
36.276,0.014786,0.011238,-0.0046337,-0.82528
36.277,0.009714,0.0093458,0.001494,-1.1606
36.278,0.0045024,0.0073922,0.0076852,-1.4319
36.279,-0.00076517,0.0054184,0.013871,-1.6447
36.28,-0.0060041,0.0034655,0.019982,-1.787
36.281,-0.01113,0.001574,0.02595,-1.8652
36.282,-0.01606,-0.00021696,0.031709,-1.8892
36.283,-0.020717,-0.0018703,0.037195,-1.861
36.284,-0.025025,-0.0033509,0.042347,-1.774
36.285,-0.028915,-0.0046269,0.04711,-1.6401
36.286,-0.032325,-0.0056694,0.051434,-1.4869
36.287,-0.035201,-0.0064531,0.055271,-1.2999
36.288,-0.037497,-0.0069569,0.058585,-1.0848
36.289,-0.039172,-0.0071637,0.061343,-0.83985
36.29,-0.040195,-0.0070612,0.06352,-0.57238
36.291,-0.040546,-0.0066414,0.065098,-0.29289
36.292,-0.040212,-0.0059014,0.066069,-0.00030597
36.293,-0.039191,-0.0048428,0.066431,0.30256
36.294,-0.037494,-0.003472,0.06619,0.58836
36.295,-0.035137,-0.0018001,0.06536,0.87518
36.296,-0.032153,0.00015721,0.063963,1.1241
36.297,-0.028581,0.0023802,0.062027,1.3305
36.298,-0.024473,0.0048447,0.059587,1.4827
36.299,-0.01989,0.0075232,0.056686,1.5785
36.3,-0.014897,0.010384,0.053372,1.595
36.301,-0.0095722,0.013394,0.049695,1.5314
36.302,-0.0039932,0.016514,0.045714,1.3958
36.303,0.0017562,0.019706,0.041488,1.1719
36.304,0.0075929,0.022929,0.037081,0.89969
36.305,0.013435,0.026139,0.032557,0.57111
36.306,0.019203,0.029295,0.027981,0.19912
36.307,0.024819,0.032352,0.02342,-0.18188
36.308,0.030213,0.035267,0.018936,-0.57903
36.309,0.035318,0.038,0.014594,-0.95434
36.31,0.040074,0.04051,0.010452,-1.3199
36.311,0.044428,0.04276,0.006567,-1.6403
36.312,0.048335,0.044717,0.0029904,-1.8875
36.313,0.05176,0.04635,-0.00023103,-2.0745
36.314,0.05467,0.047633,-0.0030566,-2.1961
