t (s),dotx1 (m/s),dotx2 (m/s),dotx3 (m/s),fp (N)
0,2.5837e-23,1.7242e-29,-7.2755e-30,0.004188
0.001,1.1811e-06,1.5883e-09,8.2496e-13,0.0083892
0.002,2.6755e-06,1.3894e-08,2.4821e-11,0.0077433
0.003,3.7167e-06,4.8765e-08,1.9088e-10,0.0040608
0.004,3.143e-06,1.1323e-07,8.0821e-10,-0.0087654
0.005,2.0372e-07,1.9999e-07,2.4227e-09,-0.020555
0.006,-4.7678e-06,2.821e-07,5.7395e-09,-0.030393
0.007,-1.2446e-05,3.1487e-07,1.1384e-08,-0.050269
0.008,-2.4789e-05,2.301e-07,1.9508e-08,-0.08236
0.009,-4.1916e-05,-7.7016e-08,2.9186e-08,-0.10574
0.01,-6.2258e-05,-7.463e-07,3.7527e-08,-0.12423
0.011,-8.4791e-05,-1.9385e-06,3.8515e-08,-0.14035
0.012,-0.00010723,-3.8224e-06,2.17e-08,-0.13852
0.013,-0.00012469,-6.5514e-06,-2.9119e-08,-0.1064
0.014,-0.000132,-1.022e-05,-1.3701e-07,-0.052574
0.015,-0.00012287,-1.482e-05,-3.3246e-07,0.045607
0.016,-9.1015e-05,-2.0184e-05,-6.5294e-07,0.16848
0.017,-3.112e-05,-2.5941e-05,-1.141e-06,0.32968
0.018,6.0479e-05,-3.1477e-05,-1.841e-06,0.503
0.019,0.00018573,-3.5917e-05,-2.7927e-06,0.70217
0.02,0.00034445,-3.8121e-05,-4.0242e-06,0.89679
0.021,0.00053159,-3.6715e-05,-5.5417e-06,1.0711
0.022,0.00073897,-3.015e-05,-7.3174e-06,1.2126
0.023,0.0009554,-1.6805e-05,-9.2773e-06,1.3047
0.024,0.0011659,4.8942e-06,-1.1288e-05,1.3247
0.025,0.0013545,3.6321e-05,-1.3143e-05,1.2821
0.026,0.0015048,7.8493e-05,-1.4558e-05,1.1601
0.027,0.0016006,0.00013192,-1.5159e-05,0.9667
0.028,0.0016299,0.00019647,-1.4484e-05,0.72894
0.029,0.0015859,0.00027125,-1.1989e-05,0.46266
0.03,0.0014656,0.00035463,-7.0614e-06,0.1773
0.031,0.001272,0.00044417,9.6386e-07,-0.086538
0.032,0.0010143,0.00053677,1.2775e-05,-0.31755
0.033,0.00070621,0.00062878,2.9054e-05,-0.49135
0.034,0.00036445,0.00071617,5.0434e-05,-0.60755
0.035,8.5095e-06,0.00079475,7.7469e-05,-0.64416
0.036,-0.00034064,0.00086044,0.00011058,-0.60833
0.037,-0.00066514,0.00090949,0.00015005,-0.52351
0.038,-0.00095002,0.00093869,0.00019593,-0.39105
0.039,-0.0011826,0.00094557,0.00024807,-0.22471
0.04,-0.0013544,0.00092853,0.00030608,-0.043951
0.041,-0.001462,0.00088694,0.0003693,0.1294
0.042,-0.0015058,0.00082119,0.00043685,0.2916
0.043,-0.0014887,0.00073261,0.00050759,0.4323
0.044,-0.0014148,0.00062348,0.00058015,0.56386
0.045,-0.0012874,0.00049694,0.00065299,0.69111
0.046,-0.0011112,0.00035683,0.00072443,0.80795
0.047,-0.00089024,0.00020765,0.00079266,0.93722
0.048,-0.0006275,5.4391e-05,0.00085586,1.0763
0.049,-0.00032722,-9.7595e-05,0.00091218,1.2213
0.05,6.4356e-06,-0.00024271,0.00095989,1.3842
0.051,0.00036839,-0.00037528,0.00099735,1.5485
0.052,0.00075215,-0.00048968,0.0010231,1.7197
0.053,0.0011498,-0.00058054,0.0010361,1.8794
0.054,0.0015501,-0.00064287,0.0010353,2.0099
0.055,0.0019386,-0.00067228,0.0010204,2.094
0.056,0.0023012,-0.00066515,0.00099114,2.1463
0.057,0.002626,-0.00061885,0.0009479,2.1685
0.058,0.0028997,-0.00053183,0.00089147,2.1332
0.059,0.0031105,-0.00040379,0.00082309,2.0711
0.06,0.0032523,-0.00023575,0.00074442,1.9954
0.061,0.0033242,-3.0095e-05,0.00065758,1.9352
0.062,0.0033298,0.00020953,0.00056506,1.8894
0.063,0.0032751,0.00047829,0.00046968,1.8729
0.064,0.0031701,0.00077034,0.00037453,1.8999
0.065,0.0030278,0.001079,0.00028289,1.9751
0.066,0.0028617,0.0013971,0.00019815,2.091
0.067,0.002684,0.0017171,0.00012372,2.2399
0.068,0.002503,0.0020315,6.2924e-05,2.3812
0.069,0.002324,0.0023328,1.8924e-05,2.5255
0.07,0.0021492,0.0026143,-5.3711e-06,2.633
0.071,0.0019753,0.0028694,-7.3939e-06,2.6835
0.072,0.001796,0.0030924,1.5009e-05,2.6709
0.073,0.0016032,0.0032781,6.3511e-05,2.5837
0.074,0.001388,0.0034223,0.00013924,2.4229
0.075,0.0011433,0.0035213,0.00024276,2.2111
0.076,0.00086625,0.0035724,0.00037399,1.965
0.077,0.00055642,0.0035734,0.00053223,1.695
0.078,0.00021661,0.0035231,0.00071611,1.4226
0.079,-0.00014396,0.0034211,0.00092363,1.1941
0.08,-0.00051253,0.0032678,0.0011521,1.0016
0.081,-0.0008743,0.0030647,0.0013983,0.87821
0.082,-0.0012115,0.0028143,0.0016585,0.82781
0.083,-0.0015056,0.0025204,0.0019281,0.86435
0.084,-0.0017398,0.0021876,0.0022026,0.96657
0.085,-0.0019012,0.001822,0.0024766,1.129
0.086,-0.0019792,0.0014309,0.0027449,1.3473
0.087,-0.001967,0.0010225,0.0030018,1.6053
0.088,-0.0018627,0.00060602,0.0032416,1.883
0.089,-0.0016686,0.00019145,0.0034589,2.172
0.09,-0.0013902,-0.00021069,0.0036483,2.4663
0.091,-0.0010371,-0.00058965,0.0038048,2.739
0.092,-0.00062131,-0.00093473,0.0039239,3.0042
0.093,-0.00015556,-0.0012356,0.0040018,3.2467
0.094,0.00034331,-0.0014826,0.0040352,3.4442
0.095,0.00085621,-0.0016671,0.0040219,3.5956
0.096,0.0013626,-0.0017818,0.0039603,3.6831
0.097,0.0018387,-0.0018212,0.0038503,3.6829
0.098,0.0022599,-0.0017816,0.0036922,3.5974
0.099,0.0026014,-0.0016615,0.003488,3.404
0.1,0.0028392,-0.001462,0.0032404,3.1139
0.101,0.0029509,-0.0011866,0.0029532,2.7056
0.102,0.0029176,-0.00084165,0.0026312,2.2084
0.103,0.0027264,-0.00043606,0.0022802,1.6241
0.104,0.0023722,1.8592e-05,0.0019064,1.0007
0.105,0.00186,0.00050835,0.001517,0.36255
0.106,0.0012027,0.0010172,0.0011195,-0.25868
0.107,0.00042322,0.0015276,0.00072135,-0.82076
0.108,-0.00044726,0.002021,0.00033041,-1.296
0.109,-0.0013693,0.0024783,-4.5922e-05,-1.6405
0.11,-0.0022996,0.0028809,-0.00040061,-1.8623
0.111,-0.003195,0.0032111,-0.0007273,-1.9503
0.112,-0.0040129,0.0034532,-0.0010205,-1.9092
0.113,-0.0047153,0.0035939,-0.0012757,-1.7619
0.114,-0.0052716,0.0036228,-0.0014896,-1.5317
0.115,-0.0056603,0.003533,-0.0016602,-1.2582
0.116,-0.0058686,0.0033217,-0.0017869,-0.94942
0.117,-0.0058905,0.0029896,-0.0018705,-0.63078
0.118,-0.0057322,0.0025416,-0.0019132,-0.36002
0.119,-0.0054089,0.0019866,-0.0019184,-0.1303
0.12,-0.0049392,0.0013367,-0.0018908,0.050182
0.121,-0.0043486,0.00060714,-0.0018363,0.15291
0.122,-0.0036657,-0.00018408,-0.0017614,0.20361
0.123,-0.0029181,-0.0010171,-0.0016735,0.20732
0.124,-0.0021348,-0.0018709,-0.0015804,0.15908
0.125,-0.0013447,-0.0027234,-0.0014901,0.074249
0.126,-0.00057479,-0.0035528,-0.0014106,-0.044368
0.127,0.00015041,-0.0043381,-0.0013495,-0.17556
0.128,0.00080873,-0.0050593,-0.001314,-0.32997
0.129,0.0013822,-0.0056985,-0.0013105,-0.47044
0.13,0.0018578,-0.0062401,-0.0013442,-0.60305
0.131,0.0022245,-0.0066713,-0.0014195,-0.72786
0.132,0.002476,-0.0069826,-0.0015393,-0.82359
0.133,0.002611,-0.0071676,-0.0017051,-0.89206
0.134,0.0026322,-0.0072238,-0.0019171,-0.91893
0.135,0.0025467,-0.0071518,-0.0021738,-0.90415
0.136,0.0023654,-0.006956,-0.0024725,-0.83796
0.137,0.0021014,-0.0066439,-0.0028088,-0.73457
0.138,0.0017692,-0.0062258,-0.0031772,-0.59321
0.139,0.0013825,-0.005715,-0.0035711,-0.44047
0.14,0.00095663,-0.0051268,-0.0039827,-0.25196
0.141,0.00050745,-0.0044782,-0.0044036,-0.061659
0.142,4.494e-05,-0.0037876,-0.0048247,0.094055
0.143,-0.00042241,-0.0030743,-0.0052365,0.22915
0.144,-0.00088469,-0.0023576,-0.0056297,0.34186
0.145,-0.0013356,-0.001657,-0.0059947,0.39631
0.146,-0.0017682,-0.00099111,-0.0063226,0.4402
0.147,-0.0021744,-0.00037765,-0.006605,0.44149
0.148,-0.0025473,0.00016729,-0.0068344,0.4333
0.149,-0.0028769,0.00062948,-0.0070044,0.42325
0.15,-0.0031525,0.00099701,-0.0071095,0.43013
0.151,-0.0033634,0.0012606,-0.0071459,0.45103
0.152,-0.0034983,0.0014137,-0.0071112,0.51864
0.153,-0.0035463,0.0014532,-0.0070043,0.61825
0.154,-0.0034999,0.001379,-0.0068259,0.7539
0.155,-0.0033556,0.0011944,-0.0065782,0.90719
0.156,-0.0031132,0.00090593,-0.006265,1.0899
0.157,-0.0027766,0.00052341,-0.0058914,1.2709
0.158,-0.0023567,5.9395e-05,-0.0054639,1.4343
0.159,-0.0018702,-0.00047102,-0.0049899,1.5559
0.16,-0.0013393,-0.0010507,-0.0044781,1.619
0.161,-0.00078774,-0.0016609,-0.0039378,1.6353
0.162,-0.00024256,-0.002282,-0.0033786,1.5664
0.163,0.00026769,-0.0028944,-0.0028105,1.4322
0.164,0.00071758,-0.0034785,-0.0022436,1.2391
0.165,0.0010831,-0.0040159,-0.0016876,0.9822
0.166,0.0013423,-0.0044898,-0.0011516,0.66923
0.167,0.0014797,-0.0048857,-0.00064415,0.33522
0.168,0.0014869,-0.0051914,-0.00017291,-0.0083315
0.169,0.0013587,-0.0053979,0.00025565,-0.36961
0.17,0.001097,-0.0054993,0.00063618,-0.69977
0.171,0.00071182,-0.0054931,0.00096469,-0.99396
0.172,0.00021595,-0.0053799,0.0012385,-1.2587
0.173,-0.00037573,-0.0051637,0.0014563,-1.4957
0.174,-0.0010447,-0.0048514,0.0016181,-1.6901
0.175,-0.001769,-0.0044527,0.0017253,-1.8433
0.176,-0.0025267,-0.0039796,0.0017803,-1.9714
0.177,-0.0032964,-0.0034463,0.0017868,-2.0766
0.178,-0.0040561,-0.002868,0.0017493,-2.1568
0.179,-0.0047835,-0.0022616,0.0016729,-2.2126
0.18,-0.0054566,-0.0016439,0.0015634,-2.2466
0.181,-0.0060545,-0.0010321,0.0014271,-2.2536
0.182,-0.0065566,-0.00044256,0.0012702,-2.2311
0.183,-0.0069423,0.00010909,0.001099,-2.1621
0.184,-0.0071921,0.00060895,0.00091969,-2.0496
0.185,-0.0072894,0.001045,0.00073794,-1.892
0.186,-0.007218,0.0014078,0.00055897,-1.6628
0.187,-0.0069649,0.0016902,0.00038731,-1.3855
0.188,-0.0065211,0.0018884,0.00022678,-1.0371
0.189,-0.0058837,0.0020015,8.0378e-05,-0.66721
0.19,-0.0050579,0.0020319,-4.9735e-05,-0.26594
0.191,-0.0040517,0.0019852,-0.00016223,0.16617
0.192,-0.0028821,0.0018698,-0.00025658,0.57333
0.193,-0.0015765,0.0016968,-0.00033299,0.93619
0.194,-0.00016745,0.0014797,-0.00039229,1.2498
0.195,0.0013066,0.0012335,-0.00043582,1.4759
0.196,0.0028042,0.00097463,-0.00046531,1.6381
0.197,0.0042812,0.00071977,-0.00048269,1.6864
0.198,0.0056919,0.00048555,-0.00048995,1.6511
0.199,0.0069955,0.00028774,-0.00048902,1.5407
0.2,0.0081573,0.00014062,-0.00048153,1.3852
0.201,0.0091476,5.6465e-05,-0.00046878,1.182
0.202,0.0099439,4.504e-05,-0.00045155,0.9696
0.203,0.010532,0.00011328,-0.00043006,0.75715
0.204,0.010904,0.00026506,-0.00040388,0.56397
0.205,0.01106,0.00050102,-0.00037191,0.39145
0.206,0.011003,0.00081862,-0.0003324,0.25344
0.207,0.010742,0.0012122,-0.00028297,0.12287
0.208,0.010286,0.0016733,-0.00022069,-0.0012806
0.209,0.0096485,0.0021905,-0.00014217,-0.11986
0.21,0.0088426,0.0027503,-4.3697e-05,-0.25574
0.211,0.0078849,0.0033373,7.863e-05,-0.4
0.212,0.0067937,0.0039343,0.00022873,-0.56763
0.213,0.0055869,0.0045233,0.00041037,-0.77211
0.214,0.0042853,0.0050855,0.00062697,-0.98853
0.215,0.0029135,0.0056025,0.0008814,-1.2193
0.216,0.0014985,0.0060559,0.0011759,-1.4392
0.217,7.0833e-05,0.0064288,0.0015116,-1.6417
0.218,-0.0013362,0.0067056,0.0018889,-1.7978
0.219,-0.0026888,0.0068732,0.0023069,-1.9175
0.22,-0.0039543,0.0069209,0.0027633,-1.985
0.221,-0.0051032,0.0068412,0.0032547,-2.0205
0.222,-0.0061078,0.0066301,0.0037761,-1.9916
0.223,-0.0069426,0.0062872,0.0043213,-1.9157
0.224,-0.0075899,0.0058161,0.0048826,-1.8173
0.225,-0.0080383,0.0052242,0.0054514,-1.6898
0.226,-0.0082793,0.0045228,0.0060177,-1.53
0.227,-0.0083123,0.0037265,0.0065708,-1.3713
0.228,-0.0081431,0.0028533,0.0070992,-1.2071
0.229,-0.0077815,0.0019242,0.0075911,-1.0409
0.23,-0.0072409,0.00096198,0.0080345,-0.87031
0.231,-0.0065384,-8.5905e-06,0.0084174,-0.69971
0.232,-0.0056967,-0.00096192,0.0087285,-0.55636
0.233,-0.0047409,-0.0018721,0.0089571,-0.41422
0.234,-0.0036968,-0.0027139,0.0090937,-0.29073
0.235,-0.0025938,-0.003463,0.00913,-0.19903
0.236,-0.0014613,-0.0040974,0.0090594,-0.12042
0.237,-0.00032913,-0.0045973,0.0088774,-0.08667
0.238,0.0007757,-0.0049466,0.0085813,-0.047249
0.239,0.0018297,-0.0051326,0.0081708,-0.034082
0.24,0.0028109,-0.0051469,0.0076479,-0.022094
0.241,0.0037041,-0.0049857,0.007017,0.0044574
0.242,0.0044993,-0.0046496,0.0062849,0.055075
0.243,0.0051915,-0.0041441,0.0054608,0.14064
0.244,0.0057811,-0.0034789,0.004556,0.27326
0.245,0.0062713,-0.0026681,0.0035839,0.43707
0.246,0.0066686,-0.0017298,0.0025597,0.65377
0.247,0.0069811,-0.00068521,0.0015,0.88968
0.248,0.0072141,0.00044157,0.00042262,1.1228
0.249,0.0073708,0.0016242,-0.0006537,1.3343
0.25,0.0074532,0.002835,-0.0017099,1.5087
0.251,0.0074594,0.004045,-0.0027267,1.6065
0.252,0.0073852,0.0052254,-0.0036853,1.6266
0.253,0.0072254,0.0063473,-0.0045678,1.5506
0.254,0.006975,0.0073831,-0.0053572,1.3863
0.255,0.0066302,0.0083065,-0.0060381,1.1334
0.256,0.0061918,0.0090933,-0.0065971,0.83061
0.257,0.0056673,0.0097219,-0.0070228,0.5084
0.258,0.0050676,0.010174,-0.0073066,0.1701
0.259,0.0044089,0.010434,-0.0074422,-0.12723
0.26,0.0037131,0.010492,-0.0074265,-0.37377
0.261,0.0030042,0.01034,-0.0072593,-0.54772
0.262,0.0023075,0.0099779,-0.0069433,-0.6355
0.263,0.0016478,0.0094079,-0.0064845,-0.63967
0.264,0.0010468,0.0086382,-0.0058918,-0.56164
0.265,0.00051996,0.0076822,-0.0051766,-0.44045
0.266,7.2015e-05,0.0065578,-0.0043534,-0.31849
0.267,-0.00030019,0.0052873,-0.0034387,-0.20955
0.268,-0.0006053,0.0038971,-0.002451,-0.13121
0.269,-0.00085899,0.0024164,-0.0014106,-0.11825
0.27,-0.0010815,0.00087715,-0.0003387,-0.1667
0.271,-0.001295,-0.00068747,0.00074244,-0.29176
0.272,-0.0015243,-0.0022436,0.0018105,-0.50221
0.273,-0.00179,-0.003758,0.0028433,-0.74632
0.274,-0.0021061,-0.0051986,0.0038192,-1.0198
0.275,-0.0024827,-0.0065355,0.004718,-1.2987
0.276,-0.0029219,-0.0077418,0.0055209,-1.5434
0.277,-0.0034188,-0.0087943,0.0062107,-1.7419
0.278,-0.0039619,-0.0096737,0.0067731,-1.8603
0.279,-0.0045352,-0.010365,0.0071958,-1.9081
0.28,-0.0051216,-0.010858,0.0074696,-1.8877
0.281,-0.005701,-0.011148,0.007588,-1.7817
0.282,-0.0062515,-0.011233,0.0075479,-1.6099
0.283,-0.0067525,-0.011117,0.007349,-1.3742
0.284,-0.0071849,-0.010809,0.0069939,-1.102
0.285,-0.0075343,-0.01032,0.0064886,-0.81757
0.286,-0.0077878,-0.0096654,0.0058414,-0.51555
0.287,-0.0079354,-0.0088651,0.0050636,-0.22921
0.288,-0.007969,-0.00794,0.0041686,0.061257
0.289,-0.0078841,-0.0069138,0.0031718,0.30664
0.29,-0.0076796,-0.0058116,0.0020904,0.53349
0.291,-0.0073552,-0.0046594,0.000943,0.71842
0.292,-0.0069141,-0.0034837,-0.00025094,0.86959
0.293,-0.006362,-0.0023108,-0.0014714,0.96617
0.294,-0.0057099,-0.0011662,-0.002698,0.99723
0.295,-0.004971,-7.3897e-05,-0.0039109,0.96655
0.296,-0.0041613,0.00094359,-0.0050904,0.8657
0.297,-0.0032981,0.001866,-0.0062181,0.70454
0.298,-0.0024006,0.0026757,-0.0072767,0.47427
0.299,-0.0014875,0.0033577,-0.0082505,0.20141
0.3,-0.00057529,0.0039,-0.0091254,-0.098386
0.301,0.00032215,0.004294,-0.0098897,-0.40386
0.302,0.0011956,0.0045342,-0.010534,-0.67556
0.303,0.0020399,0.0046187,-0.01105,-0.89867
0.304,0.0028525,0.004549,-0.011433,-1.0531
0.305,0.0036346,0.00433,-0.011681,-1.1122
0.306,0.0043883,0.0039702,-0.011794,-1.0814
0.307,0.0051168,0.0034812,-0.011773,-0.93886
0.308,0.0058203,0.0028777,-0.011623,-0.73144
0.309,0.0064941,0.0021773,-0.011352,-0.45679
0.31,0.0071302,0.0014,-0.010965,-0.15033
0.311,0.0077134,0.00056748,-0.010475,0.14579
0.312,0.0082231,-0.00029693,-0.009892,0.41373
0.313,0.0086334,-0.0011694,-0.0092281,0.60279
0.314,0.0089137,-0.0020261,-0.0084965,0.69678
0.315,0.0090367,-0.002844,-0.0077107,0.72145
0.316,0.0089784,-0.0036018,-0.0068842,0.6546
0.317,0.0087174,-0.0042802,-0.0060305,0.50557
0.318,0.0082397,-0.0048629,-0.0051624,0.30498
0.319,0.0075411,-0.005337,-0.0042923,0.072045
0.32,0.006626,-0.005693,-0.0034314,-0.16391
0.321,0.0055099,-0.0059256,-0.00259,-0.37019
0.322,0.0042159,-0.0060334,-0.0017771,-0.53925
0.323,0.0027754,-0.0060188,-0.0010005,-0.63802
0.324,0.0012272,-0.0058877,-0.00026658,-0.65703
0.325,-0.00038802,-0.0056493,0.00041961,-0.61468
0.326,-0.0020303,-0.0053157,0.0010543,-0.52076
0.327,-0.0036602,-0.0049012,0.0016351,-0.38505
0.328,-0.0052396,-0.0044215,0.0021605,-0.21658
0.329,-0.0067328,-0.0038938,0.0026302,-0.028312
0.33,-0.0081078,-0.0033356,0.0030447,0.16451
0.331,-0.0093381,-0.0027646,0.0034053,0.33988
0.332,-0.010402,-0.0021976,0.0037137,0.48852
0.333,-0.011282,-0.0016506,0.0039721,0.60979
0.334,-0.011964,-0.0011381,0.004183,0.70912
0.335,-0.012434,-0.0006725,0.0043489,0.80503
0.336,-0.012683,-0.00026425,0.0044723,0.88351
0.337,-0.012703,7.8828e-05,0.0045557,0.96285
0.338,-0.012492,0.00035159,0.0046013,1.0581
0.339,-0.01205,0.00055171,0.0046108,1.1469
0.34,-0.01138,0.00067977,0.004586,1.2602
0.341,-0.01049,0.00073916,0.0045282,1.3841
0.342,-0.0093939,0.00073604,0.0044382,1.5062
0.343,-0.00811,0.00067907,0.0043169,1.6346
0.344,-0.006661,0.00057912,0.0041647,1.7536
0.345,-0.0050755,0.00044891,0.0039822,1.8473
0.346,-0.0033869,0.00030256,0.0037698,1.9092
0.347,-0.0016321,0.00015502,0.003528,1.9296
0.348,0.00014855,2.1585e-05,0.0032578,1.8911
0.349,0.0019141,-8.2772e-05,0.0029602,1.8086
0.35,0.0036241,-0.00014393,0.0026369,1.6657
0.351,0.0052384,-0.00014923,0.0022903,1.4683
0.352,0.0067209,-8.7975e-05,0.0019232,1.234
0.353,0.0080419,4.8112e-05,0.0015393,0.97709
0.354,0.0091781,0.00026451,0.001143,0.72125
0.355,0.010114,0.00056367,0.0007396,0.48242
0.356,0.010842,0.0009449,0.00033505,0.2836
0.357,0.011364,0.0014044,-6.3975e-05,0.15749
0.358,0.011689,0.0019352,-0.00045018,0.11304
0.359,0.011833,0.0025277,-0.00081578,0.16172
0.36,0.011818,0.0031701,-0.0011527,0.32515
0.361,0.011669,0.0038484,-0.0014526,0.57009
0.362,0.01141,0.0045472,-0.0017072,0.90721
0.363,0.011067,0.0052504,-0.0019085,1.3145
0.364,0.010661,0.0059416,-0.0020488,1.7435
0.365,0.010205,0.0066043,-0.0021212,2.1724
0.366,0.0097105,0.007223,-0.0021195,2.5664
0.367,0.0091802,0.0077832,-0.0020385,2.8842
0.368,0.0086129,0.0082715,-0.0018743,3.1187
0.369,0.0080044,0.0086764,-0.0016241,3.246
0.37,0.0073465,0.0089881,-0.0012866,3.247
0.371,0.0066309,0.0091986,-0.00086234,3.1401
0.372,0.005851,0.0093021,-0.00035303,2.9238
0.373,0.0050023,0.0092945,0.00023778,2.6172
0.374,0.0040859,0.0091739,0.00090495,2.2628
0.375,0.0031096,0.0089403,0.0016417,1.8836
0.376,0.0020854,0.0085958,0.0024399,1.5033
0.377,0.0010298,0.0081443,0.0032896,1.1439
0.378,-3.5995e-05,0.0075918,0.0041798,0.84281
0.379,-0.0010888,0.0069463,0.0050983,0.58608
0.38,-0.0021061,0.0062177,0.0060318,0.39468
0.381,-0.003066,0.0054177,0.0069661,0.25406
0.382,-0.0039484,0.0045597,0.0078867,0.17464
0.383,-0.0047372,0.0036585,0.0087784,0.12672
0.384,-0.0054228,0.0027305,0.009626,0.087256
0.385,-0.0059988,0.0017925,0.010415,0.070517
0.386,-0.0064632,0.00086246,0.011129,0.031378
0.387,-0.0068208,-4.1914e-05,0.011757,-0.034461
0.388,-0.0070759,-0.00090304,0.012284,-0.10115
0.389,-0.0072334,-0.0017041,0.012699,-0.18788
0.39,-0.0073011,-0.0024294,0.012991,-0.29357
0.391,-0.0072846,-0.0030649,0.013153,-0.38574
0.392,-0.0071846,-0.0035984,0.013177,-0.43928
0.393,-0.007001,-0.0040199,0.013059,-0.46283
0.394,-0.006732,-0.0043219,0.012796,-0.42869
0.395,-0.0063732,-0.0044993,0.012389,-0.327
0.396,-0.0059188,-0.0045496,0.011838,-0.15164
0.397,-0.0053615,-0.0044729,0.01115,0.11472
0.398,-0.004697,-0.0042717,0.010329,0.42889
0.399,-0.0039258,-0.0039507,0.0093852,0.79327
0.4,-0.0030518,-0.0035171,0.0083291,1.1745
0.401,-0.0020851,-0.0029797,0.0071733,1.5504
0.402,-0.0010403,-0.0023494,0.0059323,1.9039
0.403,6.1745e-05,-0.0016385,0.004622,2.1884
0.404,0.0011963,-0.00086084,0.0032595,2.4135
0.405,0.0023361,-3.1643e-05,0.0018629,2.5427
0.406,0.0034506,0.00083285,0.00045122,2.5734
0.407,0.0045092,0.0017155,-0.0009564,2.4987
0.408,0.0054831,0.0025982,-0.0023405,2.3352
0.409,0.006347,0.0034628,-0.003682,2.0861
0.41,0.0070782,0.0042904,-0.0049622,1.7574
0.411,0.0076582,0.0050624,-0.0061633,1.3685
0.412,0.0080736,0.0057605,-0.0072687,0.9318
0.413,0.0083171,0.0063671,-0.0082631,0.47597
0.414,0.0083857,0.0068657,-0.0091332,-0.0052461
0.415,0.0082796,0.0072411,-0.0098674,-0.49014
0.416,0.0080054,0.0074799,-0.010456,-0.95695
0.417,0.0075733,0.007571,-0.010893,-1.4041
0.418,0.0069953,0.0075054,-0.011174,-1.83
0.419,0.0062882,0.0072773,-0.011297,-2.1955
0.42,0.005474,0.0068836,-0.011262,-2.4967
0.421,0.0045773,0.0063245,-0.011074,-2.7106
0.422,0.0036248,0.0056037,-0.010739,-2.839
0.423,0.002642,0.0047283,-0.010267,-2.8885
0.424,0.0016545,0.003709,-0.0096678,-2.8416
0.425,0.00068628,0.0025599,-0.0089563,-2.7221
0.426,-0.00024355,0.0012984,-0.0081481,-2.5421
0.427,-0.0011208,-5.4978e-05,-0.0072608,-2.3251
0.428,-0.0019362,-0.0014772,-0.0063134,-2.0812
0.429,-0.0026858,-0.0029431,-0.005326,-1.8421
0.43,-0.0033731,-0.0044256,-0.0043193,-1.6358
0.431,-0.0040059,-0.0058971,-0.0033144,-1.4709
0.432,-0.0045954,-0.0073295,-0.0023324,-1.3655
0.433,-0.0051531,-0.0086952,-0.0013935,-1.2996
0.434,-0.0056887,-0.0099681,-0.00051716,-1.2754
0.435,-0.0062107,-0.011124,0.00027842,-1.281
0.436,-0.0067213,-0.012141,0.00097684,-1.2726
0.437,-0.007216,-0.013,0.0015637,-1.2312
0.438,-0.0076862,-0.013686,0.0020268,-1.1416
0.439,-0.008117,-0.014189,0.0023567,-0.96802
0.44,-0.0084899,-0.014499,0.0025463,-0.71216
0.441,-0.0087877,-0.014615,0.0025916,-0.39578
0.442,-0.0089935,-0.014536,0.0024913,-0.0033468
0.443,-0.0090915,-0.014266,0.002247,0.43592
0.444,-0.0090714,-0.013813,0.0018633,0.89746
0.445,-0.0089292,-0.013188,0.0013474,1.3424
0.446,-0.0086708,-0.012404,0.00070894,1.7091
0.447,-0.0083091,-0.011479,-3.9881e-05,1.9965
0.448,-0.0078598,-0.010431,-0.00088481,2.1754
0.449,-0.0073436,-0.0092812,-0.0018098,2.2302
0.45,-0.006784,-0.008053,-0.0027971,2.151
0.451,-0.0062042,-0.0067707,-0.0038281,1.9463
0.452,-0.0056249,-0.0054599,-0.0048831,1.6385
0.453,-0.005063,-0.0041468,-0.0059421,1.2393
0.454,-0.0045315,-0.0028578,-0.006985,0.77652
0.455,-0.0040369,-0.001619,-0.0079922,0.28713
0.456,-0.0035808,-0.00045577,-0.0089446,-0.21364
0.457,-0.0031605,0.00060823,-0.0098244,-0.69761
0.458,-0.0027679,0.0015512,-0.010615,-1.1324
0.459,-0.002392,0.0023539,-0.011303,-1.5111
0.46,-0.0020202,0.0030003,-0.011874,-1.8183
0.461,-0.0016405,0.0034779,-0.012319,-2.0575
0.462,-0.0012434,0.0037784,-0.01263,-2.2398
0.463,-0.00082166,0.0038976,-0.012802,-2.3549
0.464,-0.00036887,0.0038357,-0.012833,-2.4037
0.465,0.0001166,0.0035976,-0.012723,-2.4133
0.466,0.00062924,0.0031926,-0.012474,-2.411
0.467,0.0011623,0.002634,-0.012094,-2.3634
0.468,0.0017064,0.0019393,-0.011589,-2.3128
0.469,0.0022472,0.0011293,-0.010971,-2.2581
0.47,0.0027675,0.00022738,-0.01025,-2.2189
0.471,0.0032475,-0.00074044,-0.0094418,-2.2021
0.472,0.0036673,-0.0017469,-0.0085604,-2.1985
0.473,0.004008,-0.002764,-0.0076219,-2.22
0.474,0.004252,-0.0037637,-0.0066431,-2.2497
0.475,0.0043847,-0.0047188,-0.0056406,-2.2955
0.476,0.0043932,-0.0056036,-0.004631,-2.3523
0.477,0.0042676,-0.0063948,-0.0036302,-2.4237
0.478,0.0040032,-0.0070715,-0.0026534,-2.4854
0.479,0.0036019,-0.0076166,-0.0017145,-2.5225
0.48,0.003071,-0.0080164,-0.00082605,-2.5337
0.481,0.0024232,-0.0082613,1.195e-06,-2.4955
0.482,0.0016772,-0.0083459,0.00075822,-2.4054
