t (s),dotx1 (m/s),dotx2 (m/s),dotx3 (m/s),fp (N)
16.02,-0.0013625,-0.0039293,-0.0055896,9.9803
16.021,-0.002052,-0.0035847,-0.0044554,9.9992
16.022,-0.0027384,-0.0032346,-0.0033141,9.9613
16.023,-0.0034175,-0.002881,-0.0021725,9.8669
16.024,-0.0040856,-0.0025261,-0.0010371,9.7163
16.025,-0.0047388,-0.0021719,8.539e-05,9.5106
16.026,-0.0053733,-0.0018204,0.0011885,9.2508
16.027,-0.0059854,-0.0014736,0.0022658,8.9384
16.028,-0.0065717,-0.0011334,0.0033111,8.5753
16.029,-0.0071287,-0.00080167,0.0043186,8.1634
16.03,-0.0076531,-0.00048028,0.0052824,7.7051
16.031,-0.0081418,-0.00017089,0.0061972,7.2031
16.032,-0.008592,0.00012484,0.0070579,6.6601
16.033,-0.009001,0.00040541,0.0078596,6.0793
16.034,-0.0093662,0.00066937,0.008598,5.4639
16.035,-0.0096856,0.00091544,0.009269,4.8175
16.036,-0.0099571,0.0011424,0.0098692,4.1438
16.037,-0.010179,0.0013493,0.010395,3.4464
16.038,-0.01035,0.001535,0.010845,2.7295
16.039,-0.010469,0.001699,0.011215,1.9971
16.04,-0.010535,0.0018404,0.011505,1.2533
16.041,-0.010548,0.0019588,0.011713,0.50244
16.042,-0.010507,0.002054,0.011838,-0.2513
16.043,-0.010413,0.0021256,0.01188,-1.0036
16.044,-0.010265,0.0021736,0.01184,-1.7502
16.045,-0.010065,0.0021981,0.011718,-2.4869
16.046,-0.0098132,0.0021994,0.011515,-3.2094
16.047,-0.0095111,0.0021779,0.011234,-3.9137
16.048,-0.0091603,0.0021341,0.010876,-4.5958
16.049,-0.0087625,0.0020688,0.010444,-5.2517
16.05,-0.0083197,0.0019826,0.0099408,-5.8779
16.051,-0.0078344,0.0018767,0.0093708,-6.4706
16.052,-0.0073091,0.001752,0.0087375,-7.0265
16.053,-0.0067465,0.0016098,0.0080452,-7.5425
16.054,-0.0061496,0.0014514,0.0072986,-8.0157
16.055,-0.0055215,0.0012782,0.0065027,-8.4433
16.056,-0.0048657,0.0010917,0.0056628,-8.8229
16.057,-0.0041855,0.00089359,0.0047844,-9.1524
16.058,-0.0034846,0.00068546,0.0038734,-9.4299
16.059,-0.0027667,0.00046909,0.0029355,-9.6538
16.06,-0.0020355,0.00024629,0.0019771,-9.8229
16.061,-0.0012951,1.8899e-05,0.0010043,-9.9361
16.062,-0.00054915,-0.00021119,2.3452e-05,-9.9929
16.063,0.0001983,-0.00044206,-0.00095912,-9.9929
16.064,0.00094333,-0.0006718,-0.001937,-9.9361
16.065,0.0016821,-0.0008985,-0.002904,-9.8229
16.066,0.0024106,-0.0011202,-0.0038536,-9.6538
16.067,0.0031252,-0.0013351,-0.0047798,-9.4299
16.068,0.0038222,-0.0015413,-0.0056766,-9.1524
16.069,0.0044979,-0.0017371,-0.0065381,-8.8229
16.07,0.0051489,-0.0019206,-0.0073587,-8.4433
16.071,0.0057719,-0.0020902,-0.008133,-8.0157
16.072,0.0063637,-0.0022443,-0.0088559,-7.5425
16.073,0.0069213,-0.0023815,-0.0095226,-7.0265
16.074,0.007442,-0.0025003,-0.010129,-6.4706
16.075,0.0079232,-0.0025994,-0.01067,-5.8779
16.076,0.0083625,-0.0026778,-0.011142,-5.2517
16.077,0.0087578,-0.0027342,-0.011543,-4.5958
16.078,0.0091073,-0.0027679,-0.011869,-3.9137
16.079,0.0094094,-0.0027781,-0.012118,-3.2094
16.08,0.0096626,-0.0027641,-0.012288,-2.4869
16.081,0.009866,-0.0027255,-0.012377,-1.7502
16.082,0.010019,-0.0026621,-0.012384,-1.0036
16.083,0.01012,-0.0025735,-0.012309,-0.2513
16.084,0.01017,-0.0024599,-0.012152,0.50244
16.085,0.010169,-0.0023214,-0.011912,1.2533
16.086,0.010116,-0.0021584,-0.011591,1.9971
16.087,0.010013,-0.0019713,-0.01119,2.7295
16.088,0.0098607,-0.0017609,-0.010712,3.4464
16.089,0.0096593,-0.0015278,-0.010157,4.1438
16.09,0.0094108,-0.0012732,-0.0095298,4.8175
16.091,0.0091167,-0.00099801,-0.0088327,5.4639
16.092,0.0087788,-0.00070359,-0.0080693,6.0793
16.093,0.0083993,-0.00039131,-0.0072438,6.6601
16.094,0.0079804,-6.2678e-05,-0.0063604,7.2031
16.095,0.0075246,0.00028066,-0.0054239,7.7051
16.096,0.0070346,0.00063695,-0.0044393,8.1634
16.097,0.0065133,0.0010043,-0.0034119,8.5753
16.098,0.0059637,0.0013809,-0.0023474,8.9384
16.099,0.0053889,0.0017646,-0.0012516,9.2508
16.1,0.0047923,0.0021534,-0.00013048,9.5106
16.101,0.0041771,0.0025451,0.0010097,9.7163
16.102,0.0035469,0.0029374,0.0021626,9.8669
16.103,0.0029051,0.0033283,0.0033217,9.9613
16.104,0.0022555,0.0037155,0.0044807,9.9992
16.105,0.0016015,0.0040966,0.0056328,9.9803
16.106,0.00094684,0.0044696,0.0067716,9.9046
16.107,0.00029507,0.0048321,0.0078907,9.7727
16.108,-0.00035023,0.0051819,0.0089836,9.5852
16.109,-0.00098552,0.005517,0.010044,9.3433
16.11,-0.0016073,0.0058353,0.011066,9.0483
16.111,-0.0022123,0.0061348,0.012043,8.7018
16.112,-0.0027972,0.0064135,0.01297,8.306
16.113,-0.0033589,0.0066697,0.013841,7.8629
16.114,-0.0038942,0.0069015,0.014651,7.3751
16.115,-0.0044005,0.0071075,0.015395,6.8455
16.116,-0.004875,0.0072862,0.016069,6.2769
16.117,-0.0053152,0.0074362,0.016669,5.6727
16.118,-0.0057189,0.0075563,0.017189,5.0362
16.119,-0.0060838,0.0076455,0.017629,4.3712
16.12,-0.0064083,0.007703,0.017983,3.6812
16.121,-0.0066905,0.007728,0.018251,2.9704
16.122,-0.0069293,0.0077199,0.018429,2.2427
16.123,-0.0071233,0.0076785,0.018516,1.5023
16.124,-0.0072718,0.0076035,0.018512,0.75327
16.125,-0.007374,0.0074949,0.018415,-3.4319e-13
16.126,-0.0074297,0.0073528,0.018225,-0.75327
16.127,-0.0074388,0.0071776,0.017944,-1.5023
16.128,-0.0074013,0.0069699,0.017571,-2.2427
16.129,-0.0073178,0.0067302,0.017109,-2.9704
16.13,-0.007189,0.0064595,0.016559,-3.6812
16.131,-0.0070157,0.0061588,0.015923,-4.3712
16.132,-0.0067993,0.0058293,0.015205,-5.0362
16.133,-0.0065412,0.0054722,0.014407,-5.6727
16.134,-0.0062431,0.0050892,0.013535,-6.2769
16.135,-0.005907,0.0046818,0.01259,-6.8455
16.136,-0.0055349,0.0042517,0.011579,-7.3751
16.137,-0.0051293,0.0038009,0.010506,-7.8629
16.138,-0.0046928,0.0033314,0.0093768,-8.306
16.139,-0.0042281,0.0028451,0.0081964,-8.7018
16.14,-0.0037381,0.0023444,0.0069709,-9.0483
16.141,-0.0032259,0.0018315,0.0057066,-9.3433
16.142,-0.0026946,0.0013087,0.0044096,-9.5852
16.143,-0.0021477,0.00077827,0.0030867,-9.7727
16.144,-0.0015885,0.00024276,0.0017446,-9.9046
16.145,-0.0010205,-0.00029543,0.00039004,-9.9803
16.146,-0.0004472,-0.00083384,-0.00097002,-9.9992
16.147,0.00012772,-0.00137,-0.0023286,-9.9613
16.148,0.00070069,-0.0019015,-0.0036788,-9.8669
16.149,0.0012681,-0.0024259,-0.0050136,-9.7163
16.15,0.0018265,-0.0029409,-0.0063261,-9.5106
16.151,0.0023722,-0.003444,-0.0076097,-9.2508
16.152,0.0029018,-0.0039331,-0.0088578,-8.9384
16.153,0.003412,-0.0044058,-0.010064,-8.5753
16.154,0.0038995,-0.0048602,-0.011222,-8.1634
16.155,0.0043612,-0.0052942,-0.012325,-7.7051
16.156,0.0047941,-0.0057058,-0.013369,-7.2031
16.157,0.0051953,-0.0060934,-0.014348,-6.6601
16.158,0.0055623,-0.0064552,-0.015257,-6.0793
16.159,0.0058927,-0.0067897,-0.01609,-5.4639
16.16,0.0061842,-0.0070954,-0.016845,-4.8175
16.161,0.0064348,-0.0073713,-0.017517,-4.1438
16.162,0.0066427,-0.007616,-0.018103,-3.4464
16.163,0.0068066,-0.0078288,-0.018601,-2.7295
16.164,0.0069252,-0.0080088,-0.019006,-1.9971
16.165,0.0069974,-0.0081555,-0.019319,-1.2533
16.166,0.0070227,-0.0082683,-0.019537,-0.50244
16.167,0.0070006,-0.0083471,-0.019659,0.2513
16.168,0.006931,-0.0083916,-0.019686,1.0036
16.169,0.0068142,-0.0084021,-0.019617,1.7502
16.17,0.0066505,-0.0083787,-0.019453,2.4869
16.171,0.0064407,-0.0083217,-0.019195,3.2094
16.172,0.0061859,-0.0082319,-0.018845,3.9137
16.173,0.0058874,-0.0081099,-0.018406,4.5958
16.174,0.0055467,-0.0079565,-0.017879,5.2517
16.175,0.0051657,-0.0077729,-0.017269,5.8779
16.176,0.0047464,-0.0075602,-0.016578,6.4706
16.177,0.0042914,-0.0073196,-0.015811,7.0265
16.178,0.003803,-0.0070527,-0.014972,7.5425
16.179,0.003284,-0.006761,-0.014066,8.0157
16.18,0.0027375,-0.0064462,-0.013099,8.4433
16.181,0.0021666,-0.00611,-0.012076,8.8229
16.182,0.0015746,-0.0057543,-0.011002,9.1524
16.183,0.00096485,-0.0053811,-0.0098845,9.4299
16.184,0.00034104,-0.0049923,-0.0087289,9.6538
16.185,-0.00029321,-0.0045901,-0.0075419,9.8229
16.186,-0.00093416,-0.0041767,-0.0063302,9.9361
16.187,-0.001578,-0.0037541,-0.0051005,9.9929
16.188,-0.0022209,-0.0033245,-0.0038598,9.9929
16.189,-0.0028591,-0.0028903,-0.0026148,9.9361
16.19,-0.0034887,-0.0024535,-0.0013724,9.8229
16.191,-0.0041059,-0.0020164,-0.00013956,9.6538
16.192,-0.004707,-0.0015813,0.0010771,9.4299
16.193,-0.0052883,-0.0011502,0.002271,9.1524
16.194,-0.0058464,-0.00072524,0.0034357,8.8229
16.195,-0.0063778,-0.00030852,0.0045648,8.4433
16.196,-0.0068792,9.7983e-05,0.0056523,8.0157
16.197,-0.0073475,0.00049235,0.0066926,7.5425
16.198,-0.0077799,0.00087276,0.0076802,7.0265
16.199,-0.0081735,0.0012375,0.0086098,6.4706
16.2,-0.0085259,0.0015848,0.0094768,5.8779
16.201,-0.0088349,0.0019133,0.010277,5.2517
16.202,-0.0090984,0.0022216,0.011006,4.5958
16.203,-0.0093146,0.0025083,0.01166,3.9137
16.204,-0.009482,0.0027723,0.012237,3.2094
16.205,-0.0095995,0.0030127,0.012733,2.4869
16.206,-0.0096661,0.0032285,0.013147,1.7502
16.207,-0.0096812,0.0034191,0.013477,1.0036
16.208,-0.0096443,0.0035839,0.013722,0.2513
16.209,-0.0095556,0.0037226,0.013881,-0.50244
16.21,-0.0094151,0.0038348,0.013954,-1.2533
16.211,-0.0092234,0.0039204,0.013941,-1.9971
16.212,-0.0089815,0.0039797,0.013843,-2.7295
16.213,-0.0086903,0.0040127,0.013662,-3.4464
16.214,-0.0083513,0.0040198,0.013399,-4.1438
16.215,-0.0079662,0.0040017,0.013057,-4.8175
16.216,-0.0075368,0.0039588,0.012638,-5.4639
16.217,-0.0070654,0.0038922,0.012146,-6.0793
16.218,-0.0065544,0.0038028,0.011584,-6.6601
16.219,-0.0060064,0.0036915,0.010957,-7.2031
16.22,-0.0054242,0.0035597,0.010268,-7.7051
16.221,-0.0048109,0.0034087,0.0095222,-8.1634
16.222,-0.0041697,0.0032399,0.0087251,-8.5753
16.223,-0.0035039,0.0030549,0.0078818,-8.9384
16.224,-0.0028171,0.0028553,0.0069979,-9.2508
16.225,-0.0021129,0.0026428,0.0060791,-9.5106
16.226,-0.0013949,0.0024192,0.0051315,-9.7163
16.227,-0.000667,0.0021864,0.0041612,-9.8669
16.228,6.7016e-05,0.0019462,0.0031744,-9.9613
16.229,0.00080328,0.0017006,0.0021776,-9.9992
16.23,0.0015379,0.0014515,0.0011769,-9.9803
16.231,0.002267,0.0012009,0.00017889,-9.9046
16.232,0.0029868,0.00095072,-0.0008102,-9.7727
16.233,0.0036935,0.000703,-0.0017841,-9.5852
16.234,0.0043834,0.00045962,-0.0027367,-9.3433
16.235,0.0050529,0.00022249,-0.0036619,-9.0483
16.236,0.0056985,-6.5524e-06,-0.004554,-8.7018
16.237,0.0063168,-0.00022571,-0.0054073,-8.306
16.238,0.0069047,-0.00043326,-0.0062165,-7.8629
16.239,0.007459,-0.00062758,-0.0069765,-7.3751
16.24,0.0079771,-0.00080711,-0.0076825,-6.8455
16.241,0.0084561,-0.00097041,-0.0083301,-6.2769
16.242,0.0088936,-0.0011162,-0.0089152,-5.6727
16.243,0.0092875,-0.0012431,-0.009434,-5.0362
16.244,0.0096357,-0.0013502,-0.0098833,-4.3712
16.245,0.0099366,-0.0014365,-0.01026,-3.6812
16.246,0.010189,-0.0015012,-0.010562,-2.9704
16.247,0.010391,-0.0015435,-0.010788,-2.2427
16.248,0.010542,-0.0015631,-0.010935,-1.5023
16.249,0.010641,-0.0015595,-0.011002,-0.75327
16.25,0.010688,-0.0015326,-0.01099,-1.1171e-12
16.251,0.010683,-0.0014822,-0.010897,0.75327
16.252,0.010626,-0.0014085,-0.010725,1.5023
16.253,0.010517,-0.0013119,-0.010473,2.2427
16.254,0.010358,-0.0011926,-0.010145,2.9704
16.255,0.010148,-0.0010514,-0.0097402,3.6812
16.256,0.0098903,-0.00088897,-0.0092623,4.3712
16.257,0.0095849,-0.00070619,-0.0087136,5.0362
16.258,0.009234,-0.00050412,-0.0080971,5.6727
16.259,0.0088396,-0.00028393,-0.0074166,6.2769
16.26,0.0084039,-4.6947e-05,-0.0066758,6.8455
16.261,0.0079292,0.00020541,-0.005879,7.3751
16.262,0.0074183,0.00047157,-0.0050309,7.8629
16.263,0.0068738,0.00074989,-0.0041365,8.306
16.264,0.0062987,0.0010386,-0.0032009,8.7018
16.265,0.0056961,0.0013359,-0.0022296,9.0483
16.266,0.0050694,0.0016398,-0.0012284,9.3433
16.267,0.0044218,0.0019484,-0.00020314,9.5852
16.268,0.0037569,0.0022596,0.00084004,9.7727
16.269,0.0030781,0.0025714,0.001895,9.9046
16.27,0.0023892,0.0028817,0.0029554,9.9803
16.271,0.0016937,0.0031883,0.0040148,9.9992
16.272,0.0009954,0.0034891,0.005067,9.9613
16.273,0.00029797,0.0037821,0.0061055,9.8669
16.274,-0.00039491,0.0040652,0.0071241,9.7163
16.275,-0.0010796,0.0043363,0.0081165,9.5106
16.276,-0.0017525,0.0045935,0.0090766,9.2508
16.277,-0.00241,0.0048348,0.0099984,8.9384
16.278,-0.0030489,0.0050584,0.010876,8.5753
16.279,-0.0036656,0.0052625,0.011705,8.1634
16.28,-0.0042571,0.0054455,0.012478,7.7051
16.281,-0.0048202,0.0056058,0.013192,7.2031
16.282,-0.0053522,0.005742,0.013841,6.6601
16.283,-0.0058502,0.0058528,0.014422,6.0793
16.284,-0.0063117,0.005937,0.014929,5.4639
16.285,-0.0067345,0.0059935,0.015361,4.8175
16.286,-0.0071165,0.0060216,0.015713,4.1438
16.287,-0.0074557,0.0060204,0.015983,3.4464
16.288,-0.0077505,0.0059894,0.016168,2.7295
16.289,-0.0079995,0.0059283,0.016267,1.9971
16.29,-0.0082017,0.0058367,0.016278,1.2533
16.291,-0.0083562,0.0057147,0.016201,0.50244
16.292,-0.0084623,0.0055623,0.016035,-0.2513
16.293,-0.0085197,0.0053798,0.01578,-1.0036
16.294,-0.0085285,0.0051678,0.015438,-1.7502
16.295,-0.0084887,0.0049267,0.015008,-2.4869
16.296,-0.008401,0.0046574,0.014493,-3.2094
16.297,-0.008266,0.0043609,0.013895,-3.9137
16.298,-0.0080848,0.0040383,0.013216,-4.5958
16.299,-0.0078588,0.0036907,0.01246,-5.2517
16.3,-0.0075893,0.0033197,0.011629,-5.8779
16.301,-0.0072783,0.0029267,0.010728,-6.4706
16.302,-0.0069278,0.0025134,0.0097619,-7.0265
16.303,-0.00654,0.0020817,0.0087341,-7.5425
16.304,-0.0061174,0.0016333,0.0076502,-8.0157
16.305,-0.0056626,0.0011704,0.0065156,-8.4433
16.306,-0.0051785,0.0006949,0.0053359,-8.8229
16.307,-0.0046682,0.0002091,0.0041173,-9.1524
16.308,-0.0041347,-0.0002848,0.0028658,-9.4299
16.309,-0.0035814,-0.00078452,0.0015879,-9.6538
16.31,-0.0030117,-0.0012877,0.00029018,-9.8229
16.311,-0.002429,-0.0017921,-0.0010206,-9.9361
16.312,-0.0018371,-0.0022952,-0.0023375,-9.9929
16.313,-0.0012394,-0.0027947,-0.0036539,-9.9929
16.314,-0.00063974,-0.0032881,-0.0049626,-9.9361
16.315,-4.169e-05,-0.0037732,-0.0062568,-9.8229
16.316,0.00055105,-0.0042477,-0.0075297,-9.6538
16.317,0.0011349,-0.0047092,-0.0087745,-9.4299
16.318,0.0017062,-0.0051555,-0.0099845,-9.1524
16.319,0.0022615,-0.0055845,-0.011153,-8.8229
16.32,0.0027973,-0.0059941,-0.012275,-8.4433
16.321,0.0033105,-0.0063824,-0.013343,-8.0157
16.322,0.0037979,-0.0067475,-0.014352,-7.5425
16.323,0.0042564,-0.0070875,-0.015296,-7.0265
16.324,0.0046832,-0.0074009,-0.01617,-6.4706
16.325,0.0050758,-0.0076862,-0.01697,-5.8779
16.326,0.0054316,-0.007942,-0.017691,-5.2517
16.327,0.0057485,-0.008167,-0.018329,-4.5958
16.328,0.0060246,-0.0083601,-0.018881,-3.9137
16.329,0.006258,-0.0085205,-0.019344,-3.2094
16.33,0.0064474,-0.0086473,-0.019715,-2.4869
16.331,0.0065916,-0.0087401,-0.019992,-1.7502
16.332,0.0066896,-0.0087982,-0.020174,-1.0036
16.333,0.0067408,-0.0088215,-0.020259,-0.2513
16.334,0.0067449,-0.0088099,-0.020248,0.50244
16.335,0.0067019,-0.0087634,-0.02014,1.2533
16.336,0.0066118,-0.0086822,-0.019935,1.9971
16.337,0.0064754,-0.0085669,-0.019635,2.7295
16.338,0.0062933,-0.0084179,-0.019241,3.4464
16.339,0.0060667,-0.0082361,-0.018756,4.1438
16.34,0.0057969,-0.0080222,-0.018182,4.8175
16.341,0.0054855,-0.0077774,-0.017522,5.4639
16.342,0.0051346,-0.0075028,-0.016779,6.0793
16.343,0.0047461,-0.0071998,-0.015959,6.6601
16.344,0.0043224,-0.0068699,-0.015064,7.2031
16.345,0.0038662,-0.0065147,-0.0141,7.7051
16.346,0.0033803,-0.0061358,-0.013072,8.1634
16.347,0.0028675,-0.0057352,-0.011985,8.5753
16.348,0.0023312,-0.0053148,-0.010846,8.9384
16.349,0.0017745,-0.0048765,-0.00966,9.2508
16.35,0.0012009,-0.0044225,-0.0084339,9.5106
16.351,0.00061392,-0.0039549,-0.0071742,9.7163
16.352,1.7241e-05,-0.003476,-0.0058875,9.8669
16.353,-0.00058547,-0.002988,-0.0045807,9.9613
16.354,-0.0011905,-0.0024933,-0.0032606,9.9992
16.355,-0.001794,-0.0019942,-0.0019344,9.9803
16.356,-0.0023923,-0.0014929,-0.00060905,9.9046
16.357,-0.0029816,-0.00099188,0.00070855,9.7727
16.358,-0.0035582,-0.00049341,0.0020114,9.5852
16.359,-0.0041186,2.117e-07,0.0032928,9.3433
16.36,-0.0046592,0.00048674,0.004546,9.0483
16.361,-0.0051765,0.00096397,0.0057645,8.7018
16.362,-0.0056673,0.0014298,0.0069421,8.306
16.363,-0.0061284,0.001882,0.0080727,7.8629
16.364,-0.006557,0.0023188,0.0091507,7.3751
16.365,-0.0069501,0.0027382,0.010171,6.8455
16.366,-0.0073053,0.0031384,0.011127,6.2769
16.367,-0.0076201,0.0035177,0.012016,5.6727
16.368,-0.0078926,0.0038746,0.012833,5.0362
16.369,-0.0081207,0.0042076,0.013573,4.3712
16.37,-0.0083029,0.0045155,0.014234,3.6812
16.371,-0.0084379,0.0047971,0.014813,2.9704
16.372,-0.0085246,0.0050514,0.015307,2.2427
16.373,-0.0085622,0.0052775,0.015714,1.5023
16.374,-0.0085502,0.0054748,0.016032,0.75327
16.375,-0.0084884,0.0056426,0.016261,3.0365e-13
16.376,-0.0083768,0.0057807,0.0164,-0.75327
16.377,-0.0082159,0.0058889,0.016449,-1.5023
16.378,-0.0080063,0.0059669,0.016408,-2.2427
16.379,-0.0077489,0.0060151,0.016279,-2.9704
16.38,-0.0074449,0.0060337,0.016064,-3.6812
16.381,-0.0070958,0.006023,0.015763,-4.3712
16.382,-0.0067034,0.0059838,0.01538,-5.0362
16.383,-0.0062696,0.0059167,0.014918,-5.6727
16.384,-0.0057967,0.0058227,0.014379,-6.2769
16.385,-0.0052871,0.0057028,0.013769,-6.8455
16.386,-0.0047434,0.0055582,0.01309,-7.3751
16.387,-0.0041687,0.0053901,0.012347,-7.8629
16.388,-0.0035658,0.0052001,0.011546,-8.306
16.389,-0.0029379,0.0049897,0.010691,-8.7018
16.39,-0.0022885,0.0047605,0.0097884,-9.0483
16.391,-0.001621,0.0045143,0.0088433,-9.3433
16.392,-0.000939,0.0042528,0.0078618,-9.5852
16.393,-0.00024608,0.003978,0.00685,-9.7727
16.394,0.000454,0.0036918,0.0058141,-9.9046
16.395,0.0011575,0.0033963,0.0047605,-9.9803
16.396,0.0018606,0.0030935,0.0036957,-9.9992
16.397,0.0025595,0.0027854,0.0026261,-9.9613
16.398,0.0032504,0.0024741,0.001558,-9.8669
16.399,0.0039297,0.0021617,0.00049806,-9.7163
16.4,0.0045937,0.0018504,-0.00054755,-9.5106
16.401,0.0052387,0.001542,-0.0015726,-9.2508
16.402,0.0058613,0.0012386,-0.002571,-8.9384
16.403,0.0064582,0.00094226,-0.0035368,-8.5753
16.404,0.007026,0.00065474,-0.0044645,-8.1634
16.405,0.0075618,0.00037791,-0.0053486,-7.7051
16.406,0.0080626,0.00011349,-0.0061839,-7.2031
16.407,0.0085257,-0.00013686,-0.0069657,-6.6601
16.408,0.0089486,-0.00037162,-0.0076895,-6.0793
16.409,0.0093291,-0.00058936,-0.0083511,-5.4639
16.41,0.0096649,-0.00078878,-0.0089468,-4.8175
16.411,0.0099543,-0.00096871,-0.0094733,-4.1438
16.412,0.010196,-0.0011281,-0.0099276,-3.4464
16.413,0.010388,-0.0012661,-0.010307,-2.7295
16.414,0.010529,-0.0013819,-0.01061,-1.9971
16.415,0.01062,-0.001475,-0.010835,-1.2533
16.416,0.010659,-0.0015449,-0.010981,-0.50244
16.417,0.010645,-0.0015913,-0.011046,0.2513
16.418,0.01058,-0.0016142,-0.011031,1.0036
16.419,0.010463,-0.0016136,-0.010937,1.7502
16.42,0.010295,-0.0015896,-0.010764,2.4869
16.421,0.010076,-0.0015428,-0.010513,3.2094
16.422,0.0098088,-0.0014735,-0.010186,3.9137
16.423,0.0094932,-0.0013825,-0.0097858,4.5958
16.424,0.0091315,-0.0012705,-0.0093143,5.2517
16.425,0.0087253,-0.0011387,-0.0087748,5.8779
16.426,0.0082767,-0.00098805,-0.0081708,6.4706
16.427,0.0077882,-0.00081981,-0.0075061,7.0265
16.428,0.0072622,-0.00063537,-0.006785,7.5425
16.429,0.0067013,-0.00043618,-0.006012,8.0157
16.43,0.0061086,-0.00022385,-0.005192,8.4433
16.431,0.0054871,-2.8871e-08,-0.0043301,8.8229
16.432,0.0048399,0.00023351,-0.0034318,9.1524
16.433,0.0041705,0.00047493,-0.0025027,9.4299
16.434,0.0034822,0.00072235,-0.0015487,9.6538
16.435,0.0027787,0.00097382,-0.0005757,9.8229
16.436,0.0020636,0.0012274,0.00041016,9.9361
16.437,0.0013405,0.001481,0.0014027,9.9929
16.438,0.00061329,0.0017326,0.0023955,9.9929
16.439,-0.00011435,0.0019804,0.0033825,9.9361
16.44,-0.00083864,0.0022221,0.0043574,9.8229
16.441,-0.0015559,0.0024559,0.0053138,9.6538
16.442,-0.0022623,0.0026799,0.0062458,9.4299
16.443,-0.0029543,0.0028921,0.0071473,9.1524
16.444,-0.0036283,0.0030908,0.0080126,8.8229
16.445,-0.0042809,0.0032742,0.0088358,8.4433
16.446,-0.0049087,0.0034406,0.0096118,8.0157
16.447,-0.0055085,0.0035885,0.010335,7.5425
16.448,-0.0060772,0.0037164,0.011001,7.0265
16.449,-0.0066119,0.003823,0.011605,6.4706
16.45,-0.00711,0.0039072,0.012144,5.8779
16.451,-0.0075689,0.0039677,0.012612,5.2517
16.452,-0.0079864,0.0040036,0.013006,4.5958
16.453,-0.0083603,0.0040142,0.013325,3.9137
16.454,-0.0086889,0.0039989,0.013564,3.2094
16.455,-0.0089705,0.0039571,0.013723,2.4869
16.456,-0.0092039,0.0038885,0.013798,1.7502
16.457,-0.0093879,0.0037929,0.01379,1.0036
16.458,-0.0095219,0.0036703,0.013697,0.2513
16.459,-0.0096052,0.003521,0.013518,-0.50244
16.46,-0.0096377,0.0033452,0.013256,-1.2533
16.461,-0.0096193,0.0031433,0.012909,-1.9971
16.462,-0.0095505,0.0029162,0.01248,-2.7295
16.463,-0.0094318,0.0026644,0.01197,-3.4464
16.464,-0.0092642,0.0023891,0.011381,-4.1438
16.465,-0.0090487,0.0020913,0.010716,-4.8175
16.466,-0.0087868,0.0017722,0.0099778,-5.4639
16.467,-0.0084802,0.0014333,0.0091706,-6.0793
16.468,-0.0081308,0.001076,0.008298,-6.6601
16.469,-0.0077408,0.00070193,0.0073645,-7.2031
16.47,-0.0073126,0.0003129,0.0063748,-7.7051
16.471,-0.0068487,-8.93e-05,0.0053339,-8.1634
16.472,-0.006352,-0.00050273,0.0042474,-8.5753
16.473,-0.0058254,-0.00092537,0.0031209,-8.9384
16.474,-0.0052722,-0.0013551,0.0019604,-9.2508
16.475,-0.0046957,-0.0017899,0.00077204,-9.5106
16.476,-0.0040991,-0.0022275,-0.00043769,-9.7163
16.477,-0.0034862,-0.0026657,-0.0016623,-9.8669
16.478,-0.0028605,-0.0031022,-0.0028951,-9.9613
16.479,-0.0022257,-0.0035349,-0.0041293,-9.9992
16.48,-0.0015856,-0.0039613,-0.0053582,-9.9803
16.481,-0.00094387,-0.0043794,-0.006575,-9.9046
16.482,-0.00030436,-0.0047869,-0.0077728,-9.7727
16.483,0.0003292,-0.0051816,-0.0089451,-9.5852
16.484,0.0009531,-0.0055614,-0.010085,-9.3433
16.485,0.0015637,-0.0059243,-0.011187,-9.0483
16.486,0.0021575,-0.0062682,-0.012243,-8.7018
16.487,0.0027309,-0.0065912,-0.013249,-8.306
16.488,0.0032807,-0.0068917,-0.014198,-7.8629
16.489,0.0038037,-0.0071677,-0.015085,-7.3751
16.49,0.0042968,-0.0074179,-0.015905,-6.8455
16.491,0.0047573,-0.0076406,-0.016653,-6.2769
16.492,0.0051825,-0.0078346,-0.017324,-5.6727
16.493,0.00557,-0.0079986,-0.017914,-5.0362
16.494,0.0059176,-0.0081317,-0.01842,-4.3712
16.495,0.0062233,-0.0082329,-0.01884,-3.6812
16.496,0.0064856,-0.0083014,-0.019169,-2.9704
16.497,0.0067029,-0.0083367,-0.019406,-2.2427
16.498,0.0068741,-0.0083384,-0.019549,-1.5023
16.499,0.0069984,-0.0083061,-0.019597,-0.75327
16.5,0.0070752,-0.0082399,-0.01955,5.098e-13
16.501,0.0071041,-0.0081397,-0.019406,0.75327
16.502,0.0070853,-0.0080058,-0.019168,1.5023
16.503,0.007019,-0.0078387,-0.018834,2.2427
16.504,0.0069057,-0.0076389,-0.018408,2.9704
16.505,0.0067464,-0.0074071,-0.017891,3.6812
16.506,0.0065421,-0.0071443,-0.017285,4.3712
16.507,0.0062944,-0.0068516,-0.016593,5.0362
16.508,0.0060049,-0.00653,-0.015819,5.6727
16.509,0.0056756,-0.006181,-0.014966,6.2769
16.51,0.0053085,-0.005806,-0.014039,6.8455
16.511,0.0049062,-0.0054067,-0.013043,7.3751
16.512,0.0044713,-0.0049848,-0.011982,7.8629
