t (s),dotx1 (m/s),dotx2 (m/s),dotx3 (m/s),fp (N)
0,0,0,0,0
0.001,7.0811e-05,5.8906e-08,2.2509e-11,0.75327
0.002,0.00028157,8.6774e-07,1.156e-09,1.5023
0.003,0.00062742,4.2436e-06,1.2113e-08,2.2427
0.004,0.0011004,1.3097e-05,6.4921e-08,2.9704
0.005,0.0016898,3.1315e-05,2.396e-07,3.6812
0.006,0.0023821,6.36e-05,6.9658e-07,4.3712
0.007,0.0031615,0.00011528,1.7153e-06,5.0362
0.008,0.0040101,0.00019209,3.737e-06,5.6727
0.009,0.0049086,0.00029991,7.4091e-06,6.2769
0.01,0.0058362,0.00044454,1.363e-05,6.8455
0.011,0.0067715,0.00063138,2.3589e-05,7.3751
0.012,0.0076925,0.00086523,3.8803e-05,7.8629
0.013,0.0085776,0.00115,6.1141e-05,8.306
0.014,0.0094057,0.0014885,9.2846e-05,8.7018
0.015,0.010157,0.0018821,0.00013653,9.0483
0.016,0.010812,0.0023309,0.00019518,9.3433
0.017,0.011353,0.0028333,0.00027211,9.5852
0.018,0.011767,0.0033858,0.00037092,9.7727
0.019,0.012041,0.0039833,0.00049548,9.9046
0.02,0.012164,0.0046192,0.00064978,9.9803
0.021,0.012129,0.0052848,0.00083789,9.9992
0.022,0.011932,0.0059701,0.0010639,9.9613
0.023,0.011572,0.0066637,0.0013315,9.8669
0.024,0.01105,0.0073531,0.0016445,9.7163
0.025,0.010371,0.0080248,0.002006,9.5106
0.026,0.0095407,0.0086647,0.0024185,9.2508
0.027,0.0085694,0.0092584,0.0028839,8.9384
0.028,0.0074689,0.0097917,0.0034033,8.5753
0.029,0.006253,0.010251,0.0039768,8.1634
0.03,0.0049372,0.010622,0.0046032,7.7051
0.031,0.0035385,0.010894,0.0052804,7.2031
0.032,0.0020749,0.011055,0.0060049,6.6601
0.033,0.0005652,0.011098,0.0067718,6.0793
0.034,-0.00097159,0.011015,0.007575,5.4639
0.035,-0.0025164,0.0108,0.0084068,4.8175
0.036,-0.0040503,0.010453,0.0092584,4.1438
0.037,-0.0055553,0.0099733,0.01012,3.4464
0.038,-0.007014,0.0093635,0.010979,2.7295
0.039,-0.0084103,0.008629,0.011824,1.9971
0.04,-0.0097294,0.0077778,0.012641,1.2533
0.041,-0.010958,0.0068201,0.013416,0.50244
0.042,-0.012084,0.0057685,0.014135,-0.2513
0.043,-0.013099,0.0046372,0.014782,-1.0036
0.044,-0.013993,0.0034425,0.015343,-1.7502
0.045,-0.01476,0.0022018,0.015802,-2.4869
0.046,-0.015397,0.00093341,0.016145,-3.2094
0.047,-0.015899,-0.00034355,0.016359,-3.9137
0.048,-0.016265,-0.00161,0.016431,-4.5958
0.049,-0.016496,-0.0028469,0.016349,-5.2517
0.05,-0.016592,-0.0040361,0.016105,-5.8779
0.051,-0.016557,-0.0051605,0.01569,-6.4706
0.052,-0.016393,-0.0062042,0.015098,-7.0265
0.053,-0.016106,-0.0071533,0.014326,-7.5425
0.054,-0.015701,-0.0079959,0.013371,-8.0157
0.055,-0.015182,-0.0087227,0.012236,-8.4433
0.056,-0.014557,-0.0093265,0.010924,-8.8229
0.057,-0.013832,-0.0098031,0.0094411,-9.1524
0.058,-0.013013,-0.010151,0.0077955,-9.4299
0.059,-0.012108,-0.010371,0.0059985,-9.6538
0.06,-0.011123,-0.010468,0.0040636,-9.8229
0.061,-0.010066,-0.010448,0.0020064,-9.9361
0.062,-0.0089437,-0.01032,-0.00015531,-9.9929
0.063,-0.0077633,-0.010094,-0.0024021,-9.9929
0.064,-0.0065323,-0.0097844,-0.0047131,-9.9361
0.065,-0.0052584,-0.0094049,-0.0070659,-9.8229
0.066,-0.0039493,-0.0089713,-0.0094375,-9.6538
0.067,-0.0026131,-0.0084998,-0.011804,-9.4299
0.068,-0.0012583,-0.0080071,-0.014142,-9.1524
0.069,0.00010625,-0.00751,-0.016426,-8.8229
0.07,0.0014713,-0.0070244,-0.018634,-8.4433
0.071,0.0028271,-0.0065659,-0.020743,-8.0157
0.072,0.0041632,-0.0061483,-0.02273,-7.5425
0.073,0.005469,-0.0057843,-0.024577,-7.0265
0.074,0.0067332,-0.0054843,-0.026263,-6.4706
0.075,0.0079441,-0.0052571,-0.027773,-5.8779
0.076,0.0090898,-0.0051089,-0.029092,-5.2517
0.077,0.010158,-0.0050435,-0.030207,-4.5958
0.078,0.011137,-0.0050623,-0.031109,-3.9137
0.079,0.012014,-0.0051643,-0.03179,-3.2094
0.08,0.012777,-0.0053459,-0.032245,-2.4869
0.081,0.013416,-0.0056014,-0.032472,-1.7502
0.082,0.013918,-0.0059229,-0.032473,-1.0036
0.083,0.014276,-0.0063007,-0.032248,-0.2513
0.084,0.01448,-0.0067234,-0.031804,0.50244
0.085,0.014523,-0.0071782,-0.031148,1.2533
0.086,0.0144,-0.0076516,-0.03029,1.9971
0.087,0.014107,-0.0081293,-0.02924,2.7295
0.088,0.013643,-0.0085969,-0.028012,3.4464
0.089,0.013009,-0.0090399,-0.026621,4.1438
0.09,0.012207,-0.0094445,-0.025081,4.8175
0.091,0.011243,-0.0097976,-0.023409,5.4639
0.092,0.010126,-0.010087,-0.021623,6.0793
0.093,0.0088652,-0.010303,-0.01974,6.6601
0.094,0.0074737,-0.010437,-0.017778,7.2031
0.095,0.0059669,-0.01048,-0.015754,7.7051
0.096,0.0043619,-0.010429,-0.013687,8.1634
0.097,0.0026779,-0.010281,-0.011592,8.5753
0.098,0.00093599,-0.010033,-0.0094874,8.9384
0.099,-0.00084169,-0.0096887,-0.0073877,9.2508
0.1,-0.0026317,-0.00925,-0.005308,9.5106
0.101,-0.0044102,-0.0087222,-0.0032622,9.7163
0.102,-0.0061527,-0.0081121,-0.0012632,9.8669
0.103,-0.0078351,-0.0074278,0.00067737,9.9613
0.104,-0.0094337,-0.0066787,0.0025489,9.9992
0.105,-0.010926,-0.0058754,0.0043419,9.9803
0.106,-0.01229,-0.0050288,0.0060481,9.9046
0.107,-0.013508,-0.0041504,0.0076602,9.7727
0.108,-0.01456,-0.0032517,0.0091721,9.5852
0.109,-0.015433,-0.002344,0.010579,9.3433
0.11,-0.016114,-0.0014381,0.011875,9.0483
0.111,-0.016594,-0.00054408,0.013059,8.7018
0.112,-0.016868,0.00032888,0.014128,8.306
0.113,-0.016931,0.0011728,0.01508,7.8629
0.114,-0.016785,0.001981,0.015914,7.3751
0.115,-0.016434,0.0027482,0.016629,6.8455
0.116,-0.015884,0.0034705,0.017228,6.2769
0.117,-0.015147,0.0041453,0.01771,5.6727
0.118,-0.014236,0.0047717,0.018077,5.0362
0.119,-0.013166,0.0053499,0.018331,4.3712
0.12,-0.011956,0.0058813,0.018476,3.6812
0.121,-0.010627,0.0063685,0.018514,2.9704
0.122,-0.0092001,0.0068149,0.018449,2.2427
0.123,-0.0076987,0.0072243,0.018286,1.5023
0.124,-0.006147,0.0076012,0.01803,0.75327
0.125,-0.0045692,0.0079502,0.017685,3.6739e-15
0.126,-0.0029896,0.0082758,0.017258,-0.75327
0.127,-0.0014316,0.0085821,0.016756,-1.5023
0.128,8.2067e-05,0.008873,0.016184,-2.2427
0.129,0.0015304,0.0091513,0.015551,-2.9704
0.13,0.0028941,0.0094194,0.014864,-3.6812
0.131,0.0041558,0.0096781,0.014132,-4.3712
0.132,0.005301,0.0099278,0.013362,-5.0362
0.133,0.0063173,0.010167,0.012563,-5.6727
0.134,0.0071954,0.010394,0.011745,-6.2769
0.135,0.0079289,0.010605,0.010915,-6.8455
0.136,0.0085142,0.010795,0.010083,-7.3751
0.137,0.0089508,0.01096,0.0092575,-7.8629
0.138,0.0092409,0.011093,0.0084468,-8.306
0.139,0.0093894,0.011188,0.0076588,-8.7018
0.14,0.0094038,0.011237,0.006901,-9.0483
0.141,0.0092939,0.011234,0.0061801,-9.3433
0.142,0.0090712,0.011171,0.0055022,-9.5852
0.143,0.0087494,0.011042,0.0048725,-9.7727
0.144,0.008343,0.010841,0.0042952,-9.9046
0.145,0.0078678,0.010563,0.0037733,-9.9803
0.146,0.0073402,0.010205,0.003309,-9.9992
0.147,0.0067766,0.0097643,0.002903,-9.9613
0.148,0.0061937,0.0092403,0.002555,-9.8669
0.149,0.0056073,0.008634,0.0022635,-9.7163
0.15,0.0050327,0.0079485,0.0020257,-9.5106
0.151,0.0044841,0.0071885,0.0018379,-9.2508
0.152,0.0039742,0.0063607,0.0016951,-8.9384
0.153,0.0035145,0.0054737,0.0015914,-8.5753
0.154,0.0031144,0.0045378,0.0015203,-8.1634
0.155,0.0027817,0.0035649,0.0014744,-7.7051
0.156,0.0025222,0.0025685,0.0014458,-7.2031
0.157,0.0023398,0.0015628,0.0014264,-6.6601
0.158,0.0022365,0.00056335,0.0014077,-6.0793
0.159,0.0022122,-0.00041406,0.0013815,-5.4639
0.16,0.0022653,-0.0013533,0.0013399,-4.8175
0.161,0.0023923,-0.0022384,0.0012751,-4.1438
0.162,0.0025884,-0.0030538,0.0011803,-3.4464
0.163,0.0028475,-0.003785,0.0010495,-2.7295
0.164,0.0031622,-0.0044187,0.00087758,-1.9971
0.165,0.0035244,-0.0049428,0.00066076,-1.2533
0.166,0.0039253,-0.0053475,0.00039649,-0.50244
0.167,0.0043556,-0.0056248,8.3647e-05,0.2513
0.168,0.0048059,-0.0057691,-0.0002774,1.0036
0.169,0.0052667,-0.0057775,-0.00068474,1.7502
0.17,0.0057288,-0.0056493,-0.0011349,2.4869
0.171,0.006183,-0.0053868,-0.001623,3.2094
0.172,0.0066211,-0.0049949,-0.0021425,3.9137
0.173,0.0070352,-0.0044809,-0.0026858,4.5958
0.174,0.007418,-0.0038548,-0.0032437,5.2517
0.175,0.0077633,-0.0031288,-0.0038063,5.8779
0.176,0.0080654,-0.002317,-0.0043626,6.4706
0.177,0.0083196,-0.0014354,-0.004901,7.0265
0.178,0.0085218,-0.0005014,-0.0054094,7.5425
0.179,0.0086688,0.00046659,-0.0058758,8.0157
0.18,0.008758,0.0014494,-0.0062878,8.4433
0.181,0.0087875,0.0024278,-0.0066339,8.8229
0.182,0.0087558,0.0033825,-0.0069027,9.1524
0.183,0.008662,0.0042948,-0.007084,9.4299
0.184,0.0085055,0.0051471,-0.0071687,9.6538
0.185,0.0082859,0.0059228,-0.0071487,9.8229
0.186,0.0080031,0.0066074,-0.0070179,9.9361
0.187,0.0076572,0.007188,-0.0067716,9.9929
0.188,0.0072482,0.007654,-0.0064071,9.9929
0.189,0.0067764,0.0079974,-0.0059236,9.9361
0.19,0.006242,0.0082124,-0.0053224,9.8229
0.191,0.0056453,0.0082962,-0.0046068,9.6538
0.192,0.0049867,0.0082484,-0.0037824,9.4299
0.193,0.0042667,0.0080715,-0.0028565,9.1524
0.194,0.0034862,0.0077701,-0.0018387,8.8229
0.195,0.0026461,0.0073515,-0.00074007,8.4433
0.196,0.0017479,0.0068251,0.00042638,8.0157
0.197,0.00079358,0.0062021,0.0016463,7.5425
0.198,-0.00021424,0.0054954,0.002904,7.0265
0.199,-0.0012723,0.004719,0.0041829,6.4706
0.2,-0.0023764,0.0038881,0.0054654,5.8779
0.201,-0.0035215,0.0030181,0.0067338,5.2517
0.202,-0.0047014,0.0021249,0.0079699,4.5958
0.203,-0.0059091,0.0012241,0.0091557,3.9137
0.204,-0.0071362,0.00033054,0.010274,3.2094
0.205,-0.0083732,-0.00054148,0.011306,2.4869
0.206,-0.0096097,-0.001379,0.012238,1.7502
0.207,-0.010834,-0.0021706,0.013054,1.0036
0.208,-0.012034,-0.0029063,0.013741,0.2513
0.209,-0.013195,-0.0035782,0.014286,-0.50244
0.21,-0.014304,-0.00418,0.01468,-1.2533
0.211,-0.015347,-0.0047079,0.014913,-1.9971
0.212,-0.016307,-0.0051598,0.01498,-2.7295
0.213,-0.017171,-0.0055357,0.014877,-3.4464
0.214,-0.017924,-0.0058374,0.0146,-4.1438
0.215,-0.018551,-0.0060688,0.014151,-4.8175
0.216,-0.01904,-0.0062349,0.01353,-5.4639
0.217,-0.019377,-0.0063425,0.012743,-6.0793
0.218,-0.019552,-0.0063992,0.011794,-6.6601
0.219,-0.019556,-0.0064136,0.010691,-7.2031
0.22,-0.019381,-0.0063949,0.0094444,-7.7051
0.221,-0.019023,-0.0063525,0.0080638,-8.1634
0.222,-0.018479,-0.0062956,0.0065618,-8.5753
0.223,-0.017749,-0.0062334,0.0049514,-8.9384
0.224,-0.016836,-0.0061742,0.003247,-9.2508
0.225,-0.015744,-0.0061259,0.0014635,-9.5106
0.226,-0.014482,-0.0060948,-0.00038357,-9.7163
0.227,-0.013061,-0.0060866,-0.0022783,-9.8669
0.228,-0.011495,-0.0061052,-0.0042047,-9.9613
0.229,-0.0097995,-0.0061534,-0.0061464,-9.9992
0.23,-0.0079935,-0.0062323,-0.0080875,-9.9803
0.231,-0.0060974,-0.0063417,-0.010012,-9.9046
0.232,-0.0041339,-0.0064799,-0.011905,-9.7727
0.233,-0.0021267,-0.0066439,-0.013752,-9.5852
0.234,-0.00010105,-0.0068296,-0.015537,-9.3433
0.235,0.0019174,-0.0070318,-0.017249,-9.0483
0.236,0.0039027,-0.0072444,-0.018873,-8.7018
0.237,0.0058288,-0.0074607,-0.020398,-8.306
0.238,0.0076706,-0.0076737,-0.021813,-7.8629
0.239,0.0094036,-0.0078761,-0.023108,-7.3751
0.24,0.011005,-0.008061,-0.024274,-6.8455
0.241,0.012454,-0.0082214,-0.025302,-6.2769
0.242,0.013732,-0.0083511,-0.026185,-5.6727
0.243,0.014823,-0.0084447,-0.026917,-5.0362
0.244,0.015713,-0.0084975,-0.027492,-4.3712
0.245,0.016392,-0.0085061,-0.027905,-3.6812
0.246,0.016853,-0.0084681,-0.028155,-2.9704
0.247,0.017092,-0.0083824,-0.028238,-2.2427
0.248,0.017109,-0.0082493,-0.028152,-1.5023
0.249,0.016906,-0.0080701,-0.027898,-0.75327
0.25,0.016491,-0.0078475,-0.027476,-7.3479e-15
0.251,0.015873,-0.0075853,-0.026888,0.75327
0.252,0.015063,-0.0072881,-0.026136,1.5023
0.253,0.014078,-0.0069616,-0.025225,2.2427
0.254,0.012935,-0.0066119,-0.02416,2.9704
0.255,0.011653,-0.0062455,-0.022946,3.6812
0.256,0.010253,-0.0058693,-0.021591,4.3712
0.257,0.0087597,-0.00549,-0.020104,5.0362
0.258,0.0071949,-0.005114,-0.018493,5.6727
0.259,0.005583,-0.0047472,-0.016769,6.2769
0.26,0.0039481,-0.004395,-0.014944,6.8455
0.261,0.0023138,-0.0040615,-0.01303,7.3751
0.262,0.00070292,-0.00375,-0.011041,7.8629
0.263,-0.00086275,-0.0034625,-0.0089912,8.306
0.264,-0.002363,-0.0031997,-0.006895,8.7018
0.265,-0.0037793,-0.002961,-0.0047682,9.0483
0.266,-0.0050954,-0.0027443,-0.0026268,9.3433
0.267,-0.0062969,-0.0025462,-0.00048713,9.5852
0.268,-0.0073721,-0.0023622,0.0016343,9.7727
0.269,-0.0083116,-0.0021863,0.0037212,9.9046
0.27,-0.0091087,-0.002012,0.0057574,9.9803
0.271,-0.0097592,-0.0018315,0.0077271,9.9992
0.272,-0.010261,-0.0016368,0.0096152,9.9613
0.273,-0.010616,-0.0014195,0.011407,9.8669
0.274,-0.010825,-0.0011711,0.01309,9.7163
0.275,-0.010894,-0.00088324,0.014652,9.5106
0.276,-0.01083,-0.00054834,0.016082,9.2508
0.277,-0.010641,-0.00015945,0.017371,8.9384
0.278,-0.010337,0.0002893,0.01851,8.5753
0.279,-0.0099285,0.00080246,0.019496,8.1634
0.28,-0.0094269,0.0013831,0.020323,7.7051
0.281,-0.0088445,0.0020324,0.02099,7.2031
0.282,-0.0081936,0.00275,0.021496,6.6601
0.283,-0.0074866,0.0035335,0.021843,6.0793
0.284,-0.0067356,0.0043783,0.022036,5.4639
0.285,-0.0059525,0.005278,0.02208,4.8175
0.286,-0.0051483,0.0062245,0.021981,4.1438
0.287,-0.0043334,0.0072074,0.02175,3.4464
0.288,-0.0035174,0.0082152,0.021396,2.7295
0.289,-0.0027089,0.0092344,0.020931,1.9971
0.29,-0.0019153,0.010251,0.020368,1.2533
0.291,-0.0011434,0.011249,0.019719,0.50244
0.292,-0.00039863,0.012214,0.018999,-0.2513
0.293,0.00031441,0.013128,0.018223,-1.0036
0.294,0.00099204,0.013976,0.017404,-1.7502
0.295,0.0016314,0.014743,0.016556,-2.4869
0.296,0.0022305,0.015413,0.015693,-3.2094
0.297,0.0027878,0.015974,0.014829,-3.9137
0.298,0.0033025,0.016412,0.013975,-4.5958
0.299,0.003774,0.016719,0.013142,-5.2517
0.3,0.0042022,0.016886,0.012339,-5.8779
0.301,0.0045872,0.016906,0.011575,-6.4706
0.302,0.0049293,0.016777,0.010857,-7.0265
0.303,0.0052286,0.016498,0.010188,-7.5425
0.304,0.0054857,0.01607,0.0095733,-8.0157
0.305,0.0057007,0.015498,0.0090134,-8.4433
0.306,0.005874,0.014788,0.0085082,-8.8229
0.307,0.0060058,0.013951,0.0080559,-9.1524
0.308,0.0060965,0.012996,0.0076534,-9.4299
0.309,0.0061464,0.011939,0.0072958,-9.6538
0.31,0.0061558,0.010794,0.0069771,-9.8229
0.311,0.0061253,0.0095787,0.0066904,-9.9361
0.312,0.0060558,0.0083102,0.0064278,-9.9929
0.313,0.0059483,0.0070076,0.0061807,-9.9929
0.314,0.0058043,0.0056897,0.0059402,-9.9361
0.315,0.0056259,0.0043758,0.0056971,-9.8229
0.316,0.0054155,0.0030844,0.0054425,-9.6538
0.317,0.0051763,0.0018335,0.0051676,-9.4299
0.318,0.0049118,0.0006397,0.0048641,-9.1524
0.319,0.0046266,-0.00048157,0.0045246,-8.8229
0.32,0.0043255,-0.0015167,0.0041424,-8.4433
0.321,0.0040142,-0.0024541,0.0037122,-8.0157
0.322,0.0036988,-0.0032842,0.0032297,-7.5425
0.323,0.0033861,-0.0039999,0.002692,-7.0265
0.324,0.0030831,-0.0045963,0.0020977,-6.4706
0.325,0.0027972,-0.005071,0.0014469,-5.8779
0.326,0.0025357,-0.0054241,0.00074096,-5.2517
0.327,0.0023061,-0.0056578,-1.689e-05,-4.5958
0.328,0.0021156,-0.0057766,-0.0008222,-3.9137
0.329,0.0019709,-0.005787,-0.0016691,-3.2094
0.33,0.0018783,-0.0056973,-0.0025505,-2.4869
0.331,0.001843,-0.0055173,-0.003458,-1.7502
0.332,0.0018694,-0.005258,-0.0043826,-1.0036
0.333,0.0019608,-0.0049316,-0.005314,-0.2513
0.334,0.0021189,-0.0045506,-0.0062416,0.50244
0.335,0.0023442,-0.0041279,-0.0071545,1.2533
0.336,0.0026354,-0.0036767,-0.0080411,1.9971
0.337,0.0029896,-0.0032094,-0.0088903,2.7295
0.338,0.0034022,-0.0027381,-0.0096909,3.4464
0.339,0.0038669,-0.0022742,-0.010432,4.1438
0.34,0.0043757,-0.0018276,-0.011104,4.8175
0.341,0.0049187,-0.0014074,-0.011697,5.4639
0.342,0.005485,-0.0010209,-0.012202,6.0793
0.343,0.006062,-0.00067415,-0.012612,6.6601
0.344,0.0066359,-0.0003715,-0.012921,7.2031
0.345,0.0071923,-0.00011579,-0.013124,7.7051
0.346,0.007716,9.1714e-05,-0.013216,8.1634
0.347,0.0081913,0.0002512,-0.013196,8.5753
0.348,0.0086026,0.00036421,-0.013062,8.9384
0.349,0.0089347,0.0004335,-0.012814,9.2508
0.35,0.0091728,0.00046282,-0.012454,9.5106
0.351,0.0093032,0.00045676,-0.011984,9.7163
0.352,0.0093134,0.00042051,-0.01141,9.8669
0.353,0.0091925,0.00035962,-0.010736,9.9613
0.354,0.0089317,0.00027981,-0.0099679,9.9992
0.355,0.0085241,0.0001867,-0.0091136,9.9803
0.356,0.0079652,8.5619e-05,-0.0081808,9.9046
0.357,0.0072531,-1.8595e-05,-0.0071785,9.7727
0.358,0.0063886,-0.00012176,-0.006116,9.5852
0.359,0.0053753,-0.00022049,-0.0050032,9.3433
0.36,0.0042194,-0.00031232,-0.0038503,9.0483
0.361,0.0029301,-0.00039578,-0.0026679,8.7018
0.362,0.0015189,-0.00047038,-0.0014667,8.306
0.363,3.4137e-07,-0.0005367,-0.00025761,7.8629
0.364,-0.0016092,-0.00059627,0.00094867,7.3751
0.365,-0.0032909,-0.00065152,0.0021414,6.8455
0.366,-0.0050245,-0.00070568,0.00331,6.2769
0.367,-0.006788,-0.00076264,0.0044441,5.6727
0.368,-0.0085584,-0.00082676,0.0055338,5.0362
0.369,-0.010312,-0.00090272,0.0065691,4.3712
0.37,-0.012025,-0.00099531,0.0075407,3.6812
0.371,-0.013673,-0.0011092,0.0084396,2.9704
0.372,-0.015234,-0.0012488,0.0092572,2.2427
0.373,-0.016684,-0.001418,0.0099856,1.5023
0.374,-0.018003,-0.00162,0.010617,0.75327
0.375,-0.019171,-0.0018571,0.011144,1.1022e-14
0.376,-0.020171,-0.0021307,0.011561,-0.75327
0.377,-0.020989,-0.002441,0.011862,-1.5023
0.378,-0.021612,-0.0027871,0.012042,-2.2427
0.379,-0.022031,-0.0031669,0.012095,-2.9704
0.38,-0.022238,-0.003577,0.01202,-3.6812
0.381,-0.022231,-0.0040126,0.011812,-4.3712
0.382,-0.02201,-0.0044682,0.01147,-5.0362
0.383,-0.021577,-0.0049371,0.010993,-5.6727
0.384,-0.020938,-0.0054115,0.010381,-6.2769
0.385,-0.020101,-0.0058832,0.0096351,-6.8455
0.386,-0.019077,-0.0063435,0.0087582,-7.3751
0.387,-0.017882,-0.0067833,0.0077536,-7.8629
0.388,-0.016529,-0.0071937,0.0066262,-8.306
0.389,-0.015038,-0.0075656,0.0053821,-8.7018
0.39,-0.013427,-0.0078909,0.0040288,-9.0483
0.391,-0.011718,-0.0081618,0.0025749,-9.3433
0.392,-0.0099309,-0.0083716,0.0010306,-9.5852
0.393,-0.0080885,-0.008515,-0.00059267,-9.7727
0.394,-0.0062127,-0.0085875,-0.0022824,-9.9046
0.395,-0.0043253,-0.0085865,-0.0040249,-9.9803
0.396,-0.0024476,-0.0085108,-0.0058053,-9.9992
0.397,-0.0006001,-0.0083611,-0.0076078,-9.9613
0.398,0.001198,-0.0081394,-0.0094159,-9.8669
0.399,0.0029289,-0.0078498,-0.011212,-9.7163
0.4,0.0045761,-0.0074978,-0.01298,-9.5106
0.401,0.0061252,-0.0070903,-0.014699,-9.2508
0.402,0.0075635,-0.0066358,-0.016354,-8.9384
0.403,0.0088803,-0.0061439,-0.017926,-8.5753
0.404,0.010067,-0.005625,-0.019396,-8.1634
0.405,0.011117,-0.0050905,-0.02075,-7.7051
0.406,0.012025,-0.0045518,-0.02197,-7.2031
0.407,0.012789,-0.0040207,-0.023043,-6.6601
0.408,0.013408,-0.0035088,-0.023953,-6.0793
0.409,0.013883,-0.0030273,-0.02469,-5.4639
0.41,0.014215,-0.0025864,-0.025243,-4.8175
0.411,0.014409,-0.0021954,-0.025604,-4.1438
0.412,0.01447,-0.0018622,-0.025766,-3.4464
0.413,0.014403,-0.0015933,-0.025726,-2.7295
0.414,0.014215,-0.0013934,-0.025482,-1.9971
0.415,0.013914,-0.0012653,-0.025033,-1.2533
0.416,0.013507,-0.0012097,-0.024384,-0.50244
0.417,0.013003,-0.0012256,-0.023539,0.2513
0.418,0.012411,-0.0013097,-0.022505,1.0036
0.419,0.011739,-0.0014567,-0.021292,1.7502
0.42,0.010996,-0.0016594,-0.019912,2.4869
0.421,0.01019,-0.001909,-0.018378,3.2094
0.422,0.0093303,-0.002195,-0.016705,3.9137
0.423,0.008425,-0.0025058,-0.01491,4.5958
0.424,0.0074824,-0.0028283,-0.013011,5.2517
0.425,0.0065103,-0.0031491,-0.011026,5.8779
0.426,0.0055166,-0.0034542,-0.008976,6.4706
0.427,0.004509,-0.0037294,-0.0068797,7.0265
0.428,0.003495,-0.0039609,-0.0047576,7.5425
0.429,0.0024821,-0.0041356,-0.0026296,8.0157
0.43,0.0014776,-0.0042409,-0.00051512,8.4433
0.431,0.00048893,-0.0042659,0.001567,8.8229
0.432,-0.00047665,-0.0042009,0.0035991,9.1524
0.433,-0.0014118,-0.0040381,0.0055644,9.4299
0.434,-0.0023093,-0.0037716,0.0074479,9.6538
0.435,-0.0031618,-0.0033977,0.0092358,9.8229
0.436,-0.0039621,-0.0029149,0.010916,9.9361
0.437,-0.0047032,-0.0023241,0.012479,9.9929
0.438,-0.0053781,-0.0016283,0.013917,9.9929
0.439,-0.0059803,-0.0008331,0.015223,9.9361
0.44,-0.0065036,5.4038e-05,0.016392,9.8229
0.441,-0.006942,0.0010234,0.017423,9.6538
0.442,-0.0072906,0.0020636,0.018316,9.4299
0.443,-0.0075448,0.0031616,0.019071,9.1524
0.444,-0.0077009,0.0043029,0.019691,8.8229
0.445,-0.0077565,0.0054721,0.020181,8.4433
0.446,-0.0077099,0.0066531,0.020547,8.0157
0.447,-0.0075609,0.0078293,0.020796,7.5425
0.448,-0.0073104,0.0089844,0.020935,7.0265
0.449,-0.0069607,0.010102,0.020974,6.4706
0.45,-0.0065157,0.011166,0.02092,5.8779
0.451,-0.0059805,0.012163,0.020785,5.2517
0.452,-0.0053619,0.013079,0.020577,4.5958
0.453,-0.0046678,0.013901,0.020305,3.9137
0.454,-0.0039078,0.014621,0.01998,3.2094
0.455,-0.0030926,0.015228,0.01961,2.4869
0.456,-0.0022338,0.015717,0.019203,1.7502
0.457,-0.0013443,0.016084,0.018766,1.0036
0.458,-0.00043745,0.016326,0.018307,0.2513
0.459,0.0004726,0.016442,0.017832,-0.50244
0.46,0.0013716,0.016436,0.017345,-1.2533
0.461,0.0022451,0.01631,0.01685,-1.9971
0.462,0.003079,0.016069,0.01635,-2.7295
0.463,0.0038598,0.015722,0.015849,-3.4464
0.464,0.0045745,0.015275,0.015346,-4.1438
0.465,0.0052114,0.014739,0.014842,-4.8175
0.466,0.0057599,0.014123,0.014338,-5.4639
0.467,0.0062112,0.013439,0.013831,-6.0793
0.468,0.006558,0.012698,0.013322,-6.6601
0.469,0.006795,0.01191,0.012806,-7.2031
0.47,0.0069191,0.011087,0.012283,-7.7051
0.471,0.0069293,0.010239,0.01175,-8.1634
0.472,0.0068267,0.0093764,0.011204,-8.5753
0.473,0.0066148,0.0085079,0.010642,-8.9384
0.474,0.0062993,0.0076416,0.010062,-9.2508
0.475,0.005888,0.0067846,0.0094617,-9.5106
0.476,0.0053907,0.0059429,0.0088384,-9.7163
0.477,0.0048191,0.0051212,0.0081905,-9.8669
0.478,0.0041864,0.0043229,0.0075167,-9.9613
0.479,0.0035072,0.0035505,0.0068157,-9.9992
0.48,0.0027972,0.0028054,0.0060871,-9.9803
0.481,0.0020727,0.002088,0.0053307,-9.9046
0.482,0.0013507,0.0013978,0.0045469,-9.7727
0.483,0.00064791,0.00073384,0.0037365,-9.5852
0.484,-1.894e-05,9.4469e-05,0.0029007,-9.3433
0.485,-0.00063391,-0.00052218,0.0020413,-9.0483
0.486,-0.001182,-0.0011181,0.0011603,-8.7018
0.487,-0.0016496,-0.0016954,0.00026014,-8.306
0.488,-0.0020247,-0.0022557,-0.00065645,-7.8629
0.489,-0.002297,-0.0028006,-0.0015864,-7.3751
0.49,-0.0024584,-0.0033309,-0.0025266,-6.8455
0.491,-0.0025033,-0.0038469,-0.0034733,-6.2769
0.492,-0.0024283,-0.0043482,-0.0044231,-5.6727
0.493,-0.0022326,-0.0048338,-0.005372,-5.0362
0.494,-0.001918,-0.0053017,-0.0063162,-4.3712
0.495,-0.0014888,-0.0057494,-0.0072516,-3.6812
0.496,-0.00095194,-0.0061735,-0.008174,-2.9704
0.497,-0.00031648,-0.0065701,-0.0090794,-2.2427
0.498,0.00040616,-0.0069347,-0.0099632,-1.5023
0.499,0.0012026,-0.0072625,-0.010821,-0.75327
0.5,0.0020578,-0.0075485,-0.011649,-1.4696e-14
